Date,A1,A2,E1,E2,N1,N2,N3,S1,S2,S3,W1,W2,W3,MCP
1/1/2015,2701.89,2701.89,2701.89,2701.89,2701.89,2701.89,2701.89,3917.02,3917.02,,2670.94,2670.94,2670.94,2790.08
2/1/2015,2836.47,2836.47,2836.47,2836.47,2838.57,2838.57,2838.57,3848.95,3848.95,,2347.21,2347.21,2347.21,2610.51
3/1/2015,2473.61,2473.61,2473.61,2473.61,2473.61,2473.61,2473.61,3008.26,3008.26,,2235.18,2235.18,2235.18,2353.81
4/1/2015,2402.64,2402.64,2402.64,2402.64,2434.96,2434.96,2434.96,2544.6,2861.68,,2193.28,2193.28,2193.28,2249.08
5/1/2015,2735.94,2735.94,2735.94,2735.94,2735.94,2735.94,2735.94,3782.07,3840.9,,2158.2,2158.2,2158.2,2465.68
6/1/2015,2596.45,2596.45,2596.45,2596.45,2619.94,2619.94,2619.94,3915.62,3915.62,,2152.15,2152.15,2152.15,2453.67
7/1/2015,2911.84,2911.84,2911.84,2911.84,2911.84,2911.84,2911.84,4174.39,4174.39,,2887.45,2887.45,2887.45,3073.87
8/1/2015,2913.21,2913.21,2913.21,2913.21,2913.21,2913.21,2913.21,3924.78,3924.78,,2846.96,2846.96,2846.96,2999.97
9/1/2015,3213.14,3213.14,3213.14,3213.14,3213.14,3213.14,3213.14,3910.84,4101.93,,2687.65,2687.65,2687.65,2990.46
10/1/2015,2991.66,2991.66,2991.66,2991.66,2991.66,2991.66,2991.66,4044.52,4211.66,,2670.98,2670.98,2670.98,3009.8
11/1/2015,2578.75,2578.75,2578.75,2578.75,2578.75,2578.75,2578.75,4397.67,4535.74,,2431.47,2431.47,2431.47,2666.48
12/1/2015,2943.93,2943.93,2943.93,2943.93,2946.03,2946.03,2946.03,3910.12,4697.62,,2821.3,2821.3,2821.3,3022.35
 13/1/2015,3189.34,3189.34,3189.34,3189.34,3189.34,3189.34,3189.34,3836.09,4413.42,,3179.21,3179.21,3179.21,3338.24
14/1/2015,2745.87,2745.87,2745.87,2745.87,2745.87,2745.87,2745.87,3848.48,4310.78,,2684.16,2684.16,2684.16,2776.05
15/1/2015,2792.48,2792.48,2792.48,2792.48,2792.48,2792.48,2792.48,3590.75,3894.43,,2792.48,2792.48,2792.48,2906.76
16/1/2015,2819.17,2819.17,2819.17,2819.17,2819.17,2819.17,2819.17,3660.87,5752.94,,2819.17,2819.17,2819.17,2927.34
17/1/2015,2803.36,2803.36,2803.36,2803.36,2803.36,2803.36,2803.36,4198.91,6474.28,,2803.36,2803.36,2803.36,3189.16
18/1/2015,2714.76,2714.76,2714.76,2714.76,2714.76,2714.76,2714.76,4126.66,6183.85,,2704.06,2704.06,2704.06,3000.65
19/1/2015,2748.51,2748.51,2748.51,2748.51,2748.51,2748.51,2748.51,4314.78,8881.65,,2748.51,2748.51,2748.51,3025.47
20/1/2015,2622.93,2622.93,2622.93,2622.93,2622.93,2622.93,2622.93,4630.19,4724.19,,2622.93,2622.93,2622.93,3040.18
21/1/2015,2874.26,2874.26,2874.26,2874.26,2874.26,2874.26,2874.26,4244.69,4585.7,,2874.26,2874.26,2874.26,3189.81
22/1/2015,2676.61,2676.61,2676.61,2676.61,2676.61,2676.61,2676.61,4699.66,4849.38,,2646.74,2646.74,2646.74,3104.01
23/1/2015,2502.91,2502.91,2502.91,2502.91,2502.91,2502.91,2502.91,4661.05,4851.46,,2502.91,2502.91,2502.91,2876.48
24/1/2015,2643.41,2643.41,2643.41,2643.41,2643.41,2643.41,2643.41,4364.11,4617.12,,2625.46,2625.46,2625.46,3010.35
25/1/2015,2415.08,2415.08,2415.08,2415.08,2415.08,2415.08,2415.08,3741.5,6438.36,,2414.05,2414.05,2414.05,2528.13
26/1/2015,1991.19,1991.19,1991.19,1991.19,1991.19,1991.19,1991.19,3460.76,4240.69,,1991.19,1991.19,1991.19,2152.77
27/1/2015,2520.95,2520.95,2520.95,2520.95,2520.95,2520.95,2520.95,3854.35,4354.02,,2520.95,2520.95,2520.95,2745.72
28/1/2015,2663.84,2663.84,2663.84,2663.84,2663.84,2663.84,2663.84,3763.29,4130.52,,2663.84,2663.84,2663.84,2828.85
29/1/2015,2610.09,2610.09,2610.09,2610.09,2610.09,2610.09,2610.09,3727.53,4400.84,,2610.09,2610.09,2480.35,2733.99
30/1/2015,2552.55,2552.55,2552.55,2552.55,2552.55,2552.55,2552.55,3735.22,4642.66,,2552.55,2552.55,2498.83,2714.38
31/1/2015,2571.44,2571.44,2571.44,2571.44,2571.44,2571.44,2571.44,3402.2,7771.19,,2512.56,2512.56,2512.56,2770.24
1/2/2015,2433.52,2433.52,2433.52,2433.52,2433.52,2433.52,2433.52,3185.77,4789.32,,2302.91,2302.91,2302.91,2525.09
2/2/2015,2564.71,2564.71,2564.71,2564.71,2564.71,2564.71,2564.71,3498.43,3884.05,,2556.87,2556.87,2473.4,2747.87
3/2/2015,2900.99,2900.99,2900.99,2900.99,2900.99,2900.99,2900.99,3540.71,4078.64,,2805.72,2805.72,2805.72,3126.42
4/2/2015,2865.72,2865.72,2865.72,2865.72,2865.72,2865.72,2865.72,4087.5,4572.8,,2519.98,2519.98,2513.58,3058.36
5/2/2015,2857.38,2857.38,2857.38,2857.38,2857.38,2857.38,2857.38,4423.49,4735.21,,2496.8,2496.8,2489.31,3064.62
6/2/2015,2922.94,2922.94,2922.94,2922.94,2922.94,2922.94,2922.94,4338.93,4545.1,,2582.98,2582.98,2555.46,3055.08
7/2/2015,2829.03,2829.03,2829.03,2829.03,2829.03,2829.03,2829.03,4425.54,4574.89,,2727.02,2727.02,2727.02,3144.16
8/2/2015,2513.61,2513.61,2513.61,2513.61,2513.61,2513.61,2513.61,3779.53,4147.36,,2465.68,2465.68,2465.68,2683.36
9/2/2015,2882.65,2882.65,2882.65,2882.65,2882.65,2882.65,2882.65,3970.87,4315.66,,2725.36,2725.36,2725.36,3110.58
10/2/2015,2686.63,2686.63,2686.63,2686.63,2686.63,2686.63,2686.63,4293.83,4625.62,,2523.7,2523.7,2523.7,2888.4
11/2/2015,2584.84,2584.84,2584.84,2584.84,2584.84,2584.84,2584.84,4139.94,4449.65,,2329.12,2329.12,2329.12,2702.1
12/2/2015,2312.97,2312.97,2312.97,2312.97,2312.97,2312.97,2312.97,4248.64,4543.09,,2254.9,2254.9,2254.9,2529.09
13/2/2015,2371.86,2371.86,2371.86,2371.86,2371.86,2371.86,2371.86,4377.71,4572.42,,2213.75,2213.75,2213.75,2630.99
14/2/2015,2548.34,2548.34,2548.34,2548.34,2548.34,2548.34,2548.34,4997.06,5068.76,,1782.11,1782.11,1782.11,2491.62
15/2/2015,2502.91,2502.91,2502.91,2502.91,2502.91,2502.91,2502.91,4966.8,5039.73,,1944.78,1944.78,1944.78,2700.77
16/2/2015,2538.95,2538.95,2538.95,2538.95,2538.95,2538.95,2538.95,4481.29,4815.84,,2286.95,2286.95,2286.95,2831.12
17/2/2015,3044.13,3044.13,3044.13,3044.13,3044.13,3044.13,3044.13,4539.89,5468.52,,2929.04,2929.04,2929.04,3481.73
18/2/2015,2762.91,2762.91,2762.91,2762.91,2762.91,2762.91,2762.91,5360.67,5413.74,,2636.33,2636.33,2636.33,3256.14
19/2/2015,2796.22,2796.22,2796.22,2796.22,2796.22,2796.22,2796.22,5450.05,5462.57,,2714.21,2714.21,2714.21,3420.52
20/2/2015,2449.95,2449.95,2449.95,2449.95,2449.95,2449.95,2449.95,5725.8,5744.07,,2296.74,2296.74,2296.74,3105.81
21/2/2015,2323.88,2323.88,2323.88,2323.88,2323.88,2323.88,2323.88,5768.75,5768.75,,2050.29,2050.29,2049.98,2932.4
22/2/2015,1925.06,1925.06,1880.4,1880.4,1880.4,1880.4,1880.4,5546.07,5975.79,,1592.35,1592.35,1592.35,2424.1
23/2/2015,2242.54,2242.54,2242.54,2242.54,2242.54,2242.54,2242.54,5838.78,5857.96,,1781.14,1781.14,1781.14,2579.03
24/2/2015,2600.92,2600.92,2600.92,2600.92,2600.92,2600.92,2600.92,5013.42,5235.84,,2189.02,2189.02,2141.02,2651.95
25/2/2015,2890.43,2890.43,2890.43,2890.43,2890.43,2890.43,2890.43,4608.06,4845,,2252.79,2252.79,2135.82,2889.35
26/2/2015,2588.59,2588.59,2588.59,2588.59,2588.59,2588.59,2588.59,4615.01,4890.63,,2213.86,2213.86,2204.88,2690.92
27/2/2015,2427.72,2427.72,2427.72,2427.72,2427.72,2427.72,2427.72,4980.65,5089.96,,1960.56,1960.56,1960.56,2563.69
28/2/2015,2336.34,2336.34,2336.34,2336.34,2336.34,2336.34,2336.34,5035.51,5148.92,,1832.55,1832.55,1832.55,2504.86
1/3/2015,2661.99,2661.99,2661.99,2661.99,2661.99,2661.99,2661.99,4569.1,-,,1699.68,1699.68,1699.68,2604.13
2/3/2015,2668.96,2668.96,2668.96,2668.96,2668.96,2668.96,2668.96,4037.38,-,,1597.59,1597.59,1597.59,2506.9
3/3/2015,2377.46,2377.46,2377.46,2377.46,2377.46,2377.46,2377.46,4108.74,5674.81,,1372.24,1372.24,1372.24,2077.12
4/3/2015,2792.93,2792.93,2792.93,2792.93,2792.93,2792.93,2792.93,4062.31,5598.99,,1652.48,1652.48,1652.48,2518.94
5/3/2015,2204.36,2204.36,2204.36,2204.36,2204.36,2204.36,2204.36,3792.42,5974.82,,1460.66,1460.66,1460.66,2178.95
6/3/2015,1074.86,1074.86,1074.86,1074.86,1074.86,1074.86,1074.86,4371.18,5190.12,,1074.86,1074.86,1074.86,1294.94
7/3/2015,1616.81,1616.81,1616.81,1616.81,1616.81,1616.81,1616.81,4105.67,4953.81,,1499.68,1499.68,1499.68,1923.96
8/3/2015,2427.88,2427.88,2427.88,2427.88,2427.88,2427.88,2427.88,3730.14,12167.1,,1816.67,1816.67,1816.67,2390.18
9/3/2015,2606.78,2606.78,2601.44,2601.44,2601.44,2601.44,2601.44,4138.69,5119.54,,2360,2360,2360,2725.58
10/3/2015,2521.41,2521.41,2521.41,2521.41,2521.41,2521.41,2521.41,3956.46,9054.96,,2518.48,2518.48,2518.48,2882.72
11/3/2015,2643.7,2643.7,2643.7,2643.7,2643.7,2643.7,2643.7,4912.7,5316.65,,2301.67,2301.67,2301.67,2781.08
12/3/2015,2858.67,2858.67,2858.67,2858.67,2858.67,2858.67,2858.67,4713.93,4721.68,,2278.37,2278.37,2278.37,2823.6
13/3/2015,2636.26,2636.26,2636.26,2636.26,2636.26,2636.26,2636.26,4669.48,4669.48,,2288.22,2288.22,2288.22,2774.77
14/3/2015,2404.79,2404.79,2404.79,2404.79,2404.79,2404.79,2404.79,4593.49,4593.49,,2404.79,2404.79,2404.79,2714.33
15/3/2015,2305.26,2305.26,2305.26,2305.26,2305.26,2305.26,2305.26,4369.62,4369.62,,2060.67,2060.67,2060.67,2342.42
16/3/2015,2063.86,2063.86,2063.86,2063.86,2063.86,2063.86,2063.86,4556.62,6630.17,,1978.45,1978.45,1978.45,2506.45
17/3/2015,2204.77,2204.77,2198.47,2198.47,2198.47,2198.47,2198.47,4597.93,6470.04,,2198.47,2198.47,2198.47,2557.69
18/3/2015,2251.71,2251.71,2251.71,2251.71,2251.71,2251.71,2251.71,4859.27,6008.54,,2210.73,2210.73,2210.73,2463.92
19/3/2015,2541.81,2541.81,2526.34,2526.34,2526.34,2526.34,2526.34,5988.25,5995.32,,2385.49,2385.49,2385.49,3143.45
20/3/2015,2826.91,2826.91,2810.1,2810.1,2810.1,2810.1,2810.1,5377.28,6634.32,,2810.1,2810.1,2810.1,3539.29
21/3/2015,2749.95,2749.95,2749.95,2749.95,2749.95,2749.95,2749.95,5366.47,6021.24,,2749.95,2749.95,2749.95,3193.66
22/3/2015,2466.51,2466.51,2466.51,2466.51,2466.51,2466.51,2466.51,5819.24,7353.46,,2466.51,2466.51,2466.51,3007.46
23/3/2015,2840.7,2840.7,2830.7,2830.7,2830.7,2830.7,2830.7,5957.16,7096.72,,2830.7,2830.7,2830.7,3464.82
24/3/2015,2692.03,2692.03,2692.03,2692.03,2692.03,2692.03,2692.03,6555.78,7594.01,,2692.03,2692.03,2692.03,3317.45
25/3/2015,2936.41,2936.41,2936.41,2936.41,2936.41,2936.41,2936.41,6760.52,10416.77,,2936.41,2936.41,2936.41,3951.35
26/3/2015,3049.72,3049.72,3033.98,3033.98,3033.98,3033.98,3033.98,8049.78,8126.62,,3033.98,3033.98,3033.98,3803.46
27/3/2015,2741.76,2741.76,2741.76,2741.76,2741.76,2741.76,2741.76,7512.19,9570.44,,2741.76,2741.76,2741.76,3478.72
28/3/2015,2740.56,2740.56,2727.96,2727.96,2727.96,2727.96,2727.96,7552.08,9363.11,,2727.96,2727.96,2727.96,3599.51
29/3/2015,1834.38,1834.38,1834.38,1834.38,1834.38,1834.38,1834.38,6113.88,8612.1,,1834.38,1834.38,1834.38,2696.47
30/3/2015,2063.79,2063.79,2063.79,2063.79,2063.79,2063.79,2063.79,7192.54,8984.57,,2063.79,2063.79,2063.79,3052.36
31/3/2015,2002.44,2002.44,2002.44,2002.44,2002.44,2002.44,2002.44,7552.2,11311.97,,2002.44,2002.44,2002.44,3004.82
1/4/2015,2649.93,2649.93,2649.93,2649.93,2649.93,2649.93,2649.93,3532.48,11505.04,,2649.93,2649.93,2649.93,2871.91
2/4/2015,2428.23,2428.23,2428.23,2428.23,2428.23,2428.23,2428.23,2848.77,9655.74,,2428.23,2428.23,2428.23,2512.91
3/4/2015,2414.23,2414.23,2414.23,2414.23,2414.23,2414.23,2414.23,2675.28,9784.86,,2414.23,2414.23,2414.23,2499.96
4/4/2015,2599.91,2599.91,2599.91,2599.91,2599.91,2599.91,2599.91,3087.78,9871.88,,2599.91,2599.91,2599.91,2773.95
5/4/2015,2711.79,2711.79,2711.79,2711.79,2711.79,2711.79,2711.79,3779.29,3993.71,,2559.34,2559.34,2559.34,2786.38
6/4/2015,3125.84,3125.84,3125.84,3125.84,3125.84,3125.84,3125.84,4062.19,4633.42,,3125.84,3125.84,3125.84,3332.66
7/4/2015,3028.66,3028.66,3028.66,3028.66,3028.66,3028.66,3028.66,5097.52,7996.28,,3028.66,3028.66,3028.66,3340.65
8/4/2015,2865.63,2865.63,2865.63,2865.63,2865.63,2865.63,2865.63,3617.97,9319,,2865.63,2865.63,2865.63,3032.99
9/4/2015,3026.64,3026.64,3026.64,3026.64,3026.64,3026.64,3026.64,3824.37,7286.39,,3026.64,3026.64,3026.64,3302.02
10/4/2015,3038.55,3038.55,3038.55,3038.55,3038.55,3038.55,3038.55,3604.97,9749.33,,3038.55,3038.55,3038.55,3240.73
11/4/2015,2816.87,2816.87,2816.87,2816.87,2816.87,2816.87,2816.87,3426.98,9293.34,,2816.87,2816.87,2816.87,2934.7
12/4/2015,2485.92,2485.92,2485.92,2485.92,2485.92,2485.92,2485.92,3906.54,8615.02,,2485.92,2485.92,2485.92,2704.08
13/4/2015,2306.43,2306.43,2306.43,2306.43,2306.43,2306.43,2306.43,3004.94,9653.71,,2306.43,2306.43,2306.43,2478.7
14/4/2015,1762.04,1762.04,1762.04,1762.04,1762.04,1762.04,1762.04,2605.35,8583.59,,1762.04,1762.04,1762.04,2096.12
15/4/2015,2020.4,2020.4,2020.4,2020.4,2020.4,2020.4,2020.4,2861.9,8697.72,,2020.4,2020.4,2020.4,2239.84
16/4/2015,2482.99,2482.99,2482.99,2482.99,2482.99,2482.99,2482.99,3091.63,3542.76,,2482.99,2482.99,2482.99,2603.61
17/4/2015,2438.34,2438.34,2438.34,2438.34,2438.34,2438.34,2438.34,3590.67,7054.8,,2438.34,2438.34,2438.34,2606.78
18/4/2015,2588.87,2588.87,2588.87,2588.87,2588.87,2588.87,2588.87,3156.64,6899.54,,2588.87,2588.87,2588.87,2727.78
19/4/2015,2163.21,2163.21,2163.21,2163.21,2163.21,2163.21,2163.21,3018.77,8551.9,,2163.21,2163.21,2163.21,2370.17
20/4/2015,2323.28,2323.28,2323.28,2323.28,2323.28,2323.28,2323.28,3194.8,6463.16,,2323.28,2323.28,2323.28,2573.29
21/4/2015,2601.67,2601.67,2601.67,2601.67,2601.67,2601.67,2601.67,3398.09,5439.23,,2601.67,2601.67,2601.67,2762.03
22/4/2015,2900.29,2900.29,2900.29,2900.29,2900.29,2900.29,2900.29,3296.71,5790.28,,2900.29,2900.29,2900.29,2978.49
23/4/2015,2693.66,2693.66,2693.66,2693.66,2693.66,2693.66,2693.66,3216.82,7217.14,,2693.66,2693.66,2693.66,2779.23
24/4/2015,2429.87,2429.87,2429.87,2429.87,2429.87,2429.87,2429.87,3056.39,5906.84,,2429.87,2429.87,2429.87,2537.96
25/4/2015,2007.27,2007.27,2007.27,2007.27,2007.27,2007.27,2007.27,2931.12,7012.46,,2007.27,2007.27,2007.27,2361.8
26/4/2015,1451.15,1451.15,1451.15,1451.15,1451.15,1451.15,1451.15,2927.96,2927.96,,1451.15,1451.15,1451.15,2046.38
27/4/2015,2032.74,2032.74,2032.74,2032.74,2032.74,2032.74,2032.74,2898.87,7860.81,,2032.74,2032.74,2032.74,2363.22
28/4/2015,2261.47,2261.47,2261.47,2261.47,2261.47,2261.47,2261.47,2940.48,3046.22,,2261.47,2261.47,2261.47,2467.69
29/4/2015,2129.36,2129.36,2129.36,2129.36,2129.36,2129.36,2129.36,3219.81,3324.73,,2129.36,2129.36,2129.36,2449.67
30/4/2015,2598.43,2598.43,2598.43,2598.43,2598.43,2598.43,2598.43,3107.85,3466,,2598.43,2598.43,2598.43,2691.09
1/5/2015,2111.76,2111.76,2111.76,2111.76,2111.76,2111.76,2111.76,2897.55,2897.55,,2111.76,2111.76,2111.76,2282.02
2/5/2015,2411.87,2411.87,2411.87,2411.87,2411.87,2411.87,2411.87,2602.64,6950.8,,2411.87,2411.87,2411.87,2499.33
3/5/2015,2057.93,2057.93,2057.93,2057.93,2057.93,2057.93,2057.93,2707.52,3561.1,,2057.93,2057.93,2057.93,2214.75
4/5/2015,2410.93,2410.93,2410.93,2410.93,2410.93,2410.93,2410.93,2987.43,8499.55,,2410.93,2410.93,2410.93,2712.43
5/5/2015,2342.91,2342.91,2342.91,2342.91,2342.91,2342.91,2342.91,2816.13,9163.47,,2342.91,2342.91,2342.91,2667.5
6/5/2015,2605.37,2605.37,2605.37,2605.37,2605.37,2605.37,2605.37,2912.93,6392.51,,2605.37,2605.37,2605.37,2742.13
7/5/2015,2688.82,2688.82,2688.82,2688.82,2688.82,2688.82,2688.82,3036.64,8466.2,,2560.68,2560.68,2560.68,2852.8
8/5/2015,2756.93,2756.93,2756.93,2756.93,2760.69,2760.69,2760.69,3482.33,7744,,2553.18,2553.18,2553.18,2876.1
9/5/2015,1884.61,1884.61,1884.61,1884.61,1884.64,1884.64,1884.64,3578.78,8247.45,,1884.61,1884.61,1884.61,2576.75
10/5/2015,1854.34,1854.34,1854.34,1854.34,1854.34,1854.34,1854.34,3023.24,8551.63,,1854.34,1854.34,1854.34,2332.97
11/5/2015,2607.57,2607.57,2607.57,2607.57,2607.57,2607.57,2607.57,3756.45,11250.38,,2607.57,2607.57,2607.57,3072.25
12/5/2015,2132.55,2132.55,2132.55,2132.55,2132.55,2132.55,2132.55,3916.39,11500.3,,2132.55,2132.55,2132.55,2775.92
13/5/2015,2011.15,2011.15,2011.15,2011.15,2011.15,2011.15,2011.15,3836.7,8026.17,,2011.15,2011.15,2011.15,2698.98
14/5/2015,2709.32,2709.32,2709.32,2709.32,2709.32,2709.32,2709.32,3902.25,4374.21,,2709.32,2709.32,2709.32,3036.97
15/5/2015,2049.18,2049.18,2049.18,2049.18,2049.18,2049.18,2049.18,3789.8,3789.8,,2049.18,2049.18,2049.18,2618.44
16/5/2015,2380.63,2380.63,2380.63,2380.63,2380.63,2380.63,2380.63,3705.86,3705.86,,2380.63,2380.63,2380.63,2791.43
17/5/2015,1283.73,1283.73,1283.73,1283.73,1283.73,1283.73,1283.73,3285.33,3285.33,,1283.73,1283.73,1283.73,1884.87
18/5/2015,1788.24,1788.24,1788.24,1788.24,1788.24,1788.24,1788.24,3252.94,3252.94,,1788.24,1788.24,1788.24,2215.18
19/5/2015,2113.4,2113.4,2113.4,2113.4,2113.4,2113.4,2113.4,3632.71,4030.57,,2113.4,2113.4,2113.4,2588.11
20/5/2015,2220.88,2220.88,2220.88,2220.88,2220.88,2220.88,2220.88,3418.52,3418.52,,2220.88,2220.88,2220.88,2598.66
21/5/2015,2394.33,2394.33,2394.33,2394.33,2394.33,2394.33,2394.33,3103.71,3103.71,,2394.33,2394.33,2394.33,2568.74
22/5/2015,2440.8,2440.8,2440.8,2440.8,2440.8,2440.8,2440.8,3112.45,3112.45,,2440.8,2440.8,2440.8,2595.45
23/5/2015,2299.76,2299.76,2299.76,2299.76,2299.76,2299.76,2299.76,3031.75,3031.75,,2289.71,2289.71,2289.71,2465.8
24/5/2015,1579.47,1579.47,1579.47,1579.47,1579.47,1579.47,1579.47,2992.46,2992.46,,1579.47,1579.47,1579.47,2090.05
25/5/2015,2171.95,2171.95,2171.95,2171.95,2171.95,2171.95,2171.95,3233.92,3233.92,,2171.95,2171.95,2171.95,2345.43
26/5/2015,2450.14,2450.14,2450.14,2450.14,2450.14,2450.14,2450.14,3275.94,3346.24,,2450.14,2450.14,2450.14,2545.48
27/5/2015,2475.06,2475.06,2475.06,2475.06,2475.06,2475.06,2475.06,3549.07,3549.07,,2475.06,2475.06,2475.06,2661.58
28/5/2015,2744.5,2744.5,2744.5,2744.5,2744.5,2744.5,2744.5,6304,6304,,2744.5,2744.5,2744.5,3374.89
29/5/2015,2771.18,2771.18,2771.18,2771.18,2771.18,2771.18,2771.18,6101.86,6101.86,,2771.18,2771.18,2771.18,3299.54
30/5/2015,2127.93,2127.93,2127.93,2127.93,2127.93,2127.93,2127.93,6197.82,6197.82,,2127.93,2127.93,2127.93,2828.66
31/5/2015,2105.6,2105.6,2105.6,2105.6,2105.6,2105.6,2105.6,3898.26,3898.26,,2105.6,2105.6,2105.6,2330.75
1/6/2015,2367.5,2367.5,2367.5,2367.5,2381.16,2381.16,2381.16,5621.6,5621.6,,2269.37,2269.37,2269.37,2615.11
2/6/2015,2019.97,2019.97,2019.97,2019.97,2019.97,2019.97,2019.97,4443.88,4463.68,,2007.89,2007.89,2007.89,2208.13
3/6/2015,2016.69,2016.69,2016.69,2016.69,2016.69,2016.69,2016.69,4574.87,4574.99,,1899.92,1899.92,1899.92,2291.14
4/6/2015,2406.31,2406.31,2406.31,2406.31,2406.31,2406.31,2406.31,4333.34,4514.39,,2302.86,2302.86,2302.86,2604.89
5/6/2015,2199.25,2199.25,2199.25,2199.25,2199.25,2199.25,2199.25,4520.77,4567.72,,2184.84,2184.84,2184.84,2640.83
6/6/2015,2008.42,2008.42,2008.42,2008.42,3320.38,3320.38,3320.38,3767.89,3846.59,,1990.74,1990.74,1990.74,2938.17
7/6/2015,2241.93,2241.93,2241.93,2241.93,2998.71,2998.71,2998.71,2701.57,2701.57,,2167.3,2167.3,2167.3,2546.86
8/6/2015,2772.61,2772.61,2772.61,2772.61,3278.39,3278.39,3278.39,2853.78,2853.78,,2651.67,2651.67,2651.67,2982.25
9/6/2015,2543.54,2543.54,2543.54,2543.54,3360.4,3360.4,3360.4,2669.18,2669.18,,2466.9,2466.9,2466.9,2905.79
10/6/2015,2698.22,2698.22,2698.22,2698.22,3417.95,3417.95,3417.95,2698.22,2698.22,,2409.04,2409.04,2409.04,2821.95
11/6/2015,2866.19,2866.19,2866.19,2866.19,3607.57,3607.57,3607.57,2866.19,2866.19,,2553,2553,2553,3049.98
12/6/2015,2775.37,2775.37,2775.37,2775.37,3276.89,3276.89,3276.89,3138.69,3179.3,,2775.37,2775.37,2775.37,3091.67
13/6/2015,2279.32,2279.32,2279.32,2279.32,3018.59,3018.59,3018.59,3018.96,3018.96,,2279.32,2279.32,2279.32,2765.34
14/6/2015,2083.81,2083.81,2083.81,2083.81,2998.63,2998.63,2998.63,2738.5,2738.5,,2083.81,2083.81,2083.81,2301.35
15/6/2015,2183.74,2183.74,2183.74,2183.74,2972.2,2972.2,3008.39,2672.06,2672.06,,2183.74,2183.74,2183.74,2367.09
16/6/2015,2366.67,2366.67,2366.67,2366.67,3348.97,3348.97,3348.97,2661.65,2661.65,,2366.67,2366.67,2366.67,2634.05
17/6/2015,2353.55,2353.55,2353.55,2353.55,3662.03,3662.03,3662.03,2440.75,2440.75,,2353.55,2353.55,2353.55,2652.81
18/6/2015,2515.23,2515.23,2515.23,2515.23,3992.02,3992.02,3992.02,2517.84,2517.84,,2515.23,2515.23,2515.23,2897.68
19/6/2015,2675.34,2675.34,2675.34,2675.34,3983.67,3983.67,3983.67,2694.61,2694.61,,2675.34,2675.34,2675.34,3118.56
20/6/2015,2409.29,2409.29,2409.29,2409.29,4463.98,4463.98,4463.98,2486.51,2486.51,,2409.29,2409.29,2409.29,2999.83
21/6/2015,2062.05,2062.05,2062.05,2062.05,4350.1,4350.1,4350.1,2851.54,2851.54,,2062.05,2062.05,2062.05,2478.2
22/6/2015,2112.63,2112.63,2112.63,2112.63,3992.8,3992.8,3992.8,2182.72,2182.72,,2112.63,2112.63,2112.63,2344.98
23/6/2015,1810.74,1810.74,1810.74,1810.74,3499.87,3499.87,3499.87,2002.15,2002.15,,1810.74,1810.74,1810.74,2059.26
24/6/2015,1753.59,1753.59,1753.59,1753.59,3360.78,3360.78,3370.49,2852.63,2852.63,,1753.59,1753.59,1753.59,2208.68
25/6/2015,1650.15,1650.15,1650.15,1650.15,2645.53,2645.53,2722.87,2502.27,2502.27,,1650.15,1650.15,1650.15,2002.53
26/6/2015,1738.02,1738.02,1738.02,1738.02,2839.26,2839.26,2999.78,2404.35,2404.35,,1738.02,1738.02,1738.02,2188.72
27/6/2015,1988.68,1988.68,1988.68,1988.68,3248.88,3248.88,3248.88,2676.08,2676.08,,1988.68,1988.68,1988.68,2373.05
28/6/2015,1669.14,1669.14,1669.14,1669.14,2087.84,2087.84,2621.12,1924.05,1924.05,,1669.14,1669.14,1669.14,1923.29
29/6/2015,1813.07,1813.07,1813.07,1813.07,3445.81,3445.81,3445.81,2275.18,2275.18,,1813.07,1813.07,1813.07,2329.56
30/6/2015,2176.89,2176.89,2176.89,2176.89,3275.81,3275.81,3275.81,2606.3,2606.3,,2176.89,2176.89,2176.89,2583.39
1/7/2015,2449.95,2449.95,2449.95,2449.95,3299.71,3299.71,3299.71,2833.41,2833.41,,2449.95,2449.95,2449.95,2788.24
2/7/2015,2517.22,2517.22,2517.22,2517.22,3557.69,3557.69,3557.69,2879.15,2879.15,,2517.22,2517.22,2517.22,2917.38
3/7/2015,2523.15,2523.15,2523.15,2523.15,2659.5,2659.5,2659.5,3875.64,3875.64,,2523.15,2523.15,2523.15,2894.21
4/7/2015,2026.74,2026.74,2026.74,2026.74,4107.09,4107.09,4107.09,3857.49,3857.49,,2026.74,2026.74,2026.74,2898.55
5/7/2015,1402.81,1402.81,1402.81,1402.81,3198.05,3198.05,3206.51,3967.12,3967.12,,1402.81,1402.81,1402.81,2684.13
6/7/2015,2084.5,2084.5,2084.5,2084.5,3556.33,3556.33,3556.33,3875.94,3875.94,,2084.5,2084.5,2084.5,2920.43
7/7/2015,2142.17,2142.17,2142.17,2142.17,3248.99,3248.99,3248.99,3732.57,3732.57,,2142.17,2142.17,2142.17,2893.03
8/7/2015,2352.89,2352.89,2352.89,2352.89,3193.42,3193.42,3193.42,3712.82,3712.82,,2352.89,2352.89,2352.89,2891.79
9/7/2015,2331.94,2331.94,2331.94,2331.94,3229.58,3229.58,3229.58,4005.82,4005.82,,2331.94,2331.94,2331.94,3030.84
10/7/2015,2117.19,2117.19,2117.19,2117.19,2997.24,2997.24,2997.24,3697.29,3697.29,,2117.19,2117.19,2117.19,2698.32
