Date,A1,A2,E1,E2,N1,N2,N3,S1,S2,S3,W1,W2,W3,MCP
24/12/2017,2559.26,2559.26,2559.26,2559.26,2559.26,2559.26,2559.26,2559.26,2559.26,2559.26,2559.26,2559.26,2559.26,2559.26
25/12/2017,2846.24,2846.24,2846.24,2846.24,2846.24,2846.24,2846.24,2846.24,2846.24,2846.24,2846.24,2846.24,2846.24,2846.24
26/12/2017,2993.5,2993.5,2993.5,2993.5,2993.5,2993.5,2993.5,2993.5,2993.5,2993.5,2993.5,2993.5,2993.5,2993.5
27/12/2017,2904.23,2904.23,2904.23,2904.23,2904.23,2904.23,2904.23,2904.23,2904.23,2904.23,2904.23,2904.23,2904.23,2904.23
28/12/2017,2899.38,2899.38,2899.38,2899.38,2899.38,2899.38,2899.38,2899.38,2899.38,2899.38,2899.38,2899.38,2899.38,2899.38
29/12/2017,2917.54,2917.54,2917.54,2917.54,2917.54,2917.54,2917.54,2917.54,2917.54,2917.54,2917.54,2917.54,2917.54,2917.54
30/12/2017,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6,3039.6
31/12/2017,3000.3,3000.3,3000.3,3000.3,3000.3,3000.3,3000.3,3045.37,3045.37,3045.37,3000.3,3000.3,3000.3,3010.8
1/1/2018,3141.09,3141.09,3141.09,3141.09,3141.09,3141.09,3141.09,3166.39,3166.39,3166.39,3141.09,3141.09,3141.09,3149.72
2/1/2018,2901.13,2901.13,2901.13,2901.13,2901.13,2901.13,2901.13,2983.64,2983.64,2983.64,2901.13,2901.13,2901.13,2913
3/1/2018,3115.35,3115.35,3115.35,3115.35,3115.35,3115.35,3115.35,3297.36,3297.36,3297.36,3115.35,3115.35,3115.35,3171.74
4/1/2018,3142.04,3142.04,3142.04,3142.04,3142.04,3142.04,3142.04,3231.78,3231.78,3231.78,3142.04,3142.04,3142.04,3160.43
5/1/2018,3111.91,3111.91,3111.91,3111.91,3111.91,3111.91,3111.91,3207.48,3207.48,3207.48,3111.91,3111.91,3111.91,3133.63
6/1/2018,3121.56,3121.56,3121.56,3121.56,3121.56,3121.56,3121.56,3499.99,3499.99,3499.99,3121.56,3121.56,3121.56,3231.9
7/1/2018,2996.11,2996.11,2996.11,2996.11,2996.11,2996.11,2996.11,3052.69,3052.69,3052.69,2996.11,2996.11,2996.11,2996.52
8/1/2018,3381.54,3381.54,3381.54,3381.54,3381.54,3381.54,3381.54,3390.93,3390.93,3390.93,3381.54,3381.54,3381.54,3385.23
9/1/2018,3061.54,3061.54,3061.54,3061.54,3061.54,3061.54,3061.54,3137.25,3137.25,3137.25,3061.54,3061.54,3061.54,3072.9
10/1/2018,2925.66,2925.66,2925.66,2925.66,2925.66,2925.66,2925.66,2925.66,2925.66,2925.66,2925.66,2925.66,2925.66,2925.66
11/1/2018,2978.92,2978.92,2978.92,2978.92,2978.92,2978.92,2978.92,2978.92,2978.92,2978.92,2978.92,2978.92,2978.92,2978.92
12/1/2018,3334.42,3334.42,3334.42,3334.42,3334.42,3334.42,3334.42,3334.42,3334.42,3334.42,3334.42,3334.42,3334.42,3334.42
13/1/2018,3202.78,3202.78,3202.78,3202.78,3202.78,3202.78,3202.78,3202.78,3202.78,3202.78,3202.78,3202.78,3202.78,3202.78
14/1/2018,2949.35,2949.35,2949.35,2949.35,2949.35,2949.35,2949.35,2949.35,2949.35,2949.35,2949.35,2949.35,2949.35,2949.35
15/1/2018,3360.05,3360.05,3360.05,3360.05,3360.05,3360.05,3360.05,3360.05,3360.05,3360.05,3360.05,3360.05,3360.05,3360.05
16/1/2018,3316.66,3316.66,3316.66,3316.66,3316.66,3316.66,3316.66,3316.66,3316.66,3316.66,3316.66,3316.66,3316.66,3316.66
17/1/2018,3312.2,3312.2,3312.2,3312.2,3312.2,3312.2,3312.2,3312.2,3312.2,3312.2,3312.2,3312.2,3312.2,3312.2
18/1/2018,3593.89,3593.89,3593.89,3593.89,3593.89,3593.89,3593.89,3593.89,3593.89,3593.89,3593.89,3593.89,3593.89,3593.89
19/1/2018,3373.76,3373.76,3373.76,3373.76,3373.76,3373.76,3373.76,3373.76,3373.76,3373.76,3373.76,3373.76,3373.76,3373.76
20/1/2018,3110.08,3110.08,3110.08,3110.08,3110.08,3110.08,3110.08,3110.08,3110.08,3182.84,3110.08,3110.08,3110.08,3110.34
21/1/2018,2871.24,2871.24,2871.24,2871.24,2871.24,2871.24,2871.24,2871.24,2871.24,2871.24,2871.24,2871.24,2871.24,2871.24
22/1/2018,3274.75,3274.75,3274.75,3274.75,3274.75,3274.75,3274.75,3274.75,3274.75,3274.75,3274.75,3274.75,3274.75,3274.75
23/1/2018,3367.42,3367.42,3367.42,3367.42,3367.42,3367.42,3367.42,3367.42,3367.42,3367.42,3367.42,3367.42,3367.42,3367.42
24/1/2018,3450.51,3450.51,3450.51,3450.51,3450.51,3450.51,3450.51,3450.51,3450.51,3450.51,3450.51,3450.51,3450.51,3450.51
25/1/2018,3443.02,3443.02,3443.02,3443.02,3443.02,3443.02,3443.02,3443.02,3443.02,3443.02,3443.02,3443.02,3443.02,3443.02
26/1/2018,2999.68,2999.68,2999.68,2999.68,2999.68,2999.68,2999.68,2999.68,2999.68,2999.68,2999.68,2999.68,2999.68,2999.68
27/1/2018,3504.45,3504.45,3504.45,3504.45,3504.45,3504.45,3504.45,3504.45,3504.45,3504.45,3504.45,3504.45,3504.45,3504.45
28/1/2018,2956.84,2956.84,2956.84,2956.84,2956.84,2956.84,2956.84,2956.84,2956.84,2956.84,2956.84,2956.84,2956.84,2956.84
29/1/2018,3194.58,3194.58,3194.58,3194.58,3483.14,3483.14,3483.14,3194.58,3194.58,3194.58,3194.58,3194.58,3194.58,3256.93
30/1/2018,3189.95,3189.95,3189.95,3189.95,3189.95,3189.95,3189.95,3189.95,3189.95,3189.95,3189.95,3189.95,3189.95,3189.95
31/1/2018,3191.68,3191.68,3191.68,3191.68,3191.68,3191.68,3191.68,3191.68,3191.68,3191.68,3191.68,3191.68,3191.68,3191.68
1/2/2018,3083.09,3083.09,3083.09,3083.09,4541.49,4541.49,4541.49,3083.09,3083.09,3083.09,3083.09,3083.09,3083.09,3348.72
2/2/2018,2910,2910,2910,2910,4339.91,4339.91,4339.91,2910,2910,2910,2910,2910,2910,3033.08
3/2/2018,3026.73,3026.73,3026.73,3026.73,3026.73,3026.73,3026.73,3026.73,3026.73,3026.73,3026.73,3026.73,3026.73,3026.73
4/2/2018,2831.91,2831.91,2831.91,2831.91,2831.91,2831.91,2831.91,2831.91,2831.91,2831.91,2831.91,2831.91,2831.91,2831.91
5/2/2018,3146.98,3146.98,3146.98,3146.98,3146.98,3146.98,3146.98,3146.98,3146.98,3146.98,3146.98,3146.98,3146.98,3146.98
6/2/2018,3023.77,3023.77,3023.77,3023.77,3023.77,3023.77,3023.77,3023.77,3023.77,3023.77,3023.77,3023.77,3023.77,3023.77
7/2/2018,3168.34,3168.34,3168.34,3168.34,3168.34,3168.34,3168.34,3168.34,3168.34,3168.34,3168.34,3168.34,3168.34,3168.34
8/2/2018,3324.13,3324.13,3324.13,3324.13,3324.13,3324.13,3324.13,3324.13,3324.13,3324.13,3324.13,3324.13,3324.13,3324.13
9/2/2018,3516.16,3516.16,3516.16,3516.16,3516.16,3516.16,3516.16,3516.16,3516.16,3516.16,3516.16,3516.16,3516.16,3516.16
10/2/2018,3541.69,3541.69,3541.69,3541.69,3541.69,3541.69,3541.69,3541.69,3541.69,3614.32,3541.69,3541.69,3541.69,3546.76
11/2/2018,3177.24,3177.24,3177.24,3177.24,3177.24,3177.24,3177.24,3177.24,3177.24,3177.24,3177.24,3177.24,3177.24,3177.24
12/2/2018,3191.75,3191.75,3191.75,3191.75,3191.75,3191.75,3191.75,3191.75,3191.75,3191.75,3191.75,3191.75,3191.75,3191.75
13/2/2018,2799.71,2799.71,2799.71,2799.71,2799.71,2799.71,2799.71,2799.71,2799.71,2799.71,2799.71,2799.71,2799.71,2799.71
14/2/2018,2676.49,2676.49,2676.49,2676.49,2676.49,2676.49,2676.49,2676.49,2676.49,2676.49,2676.49,2676.49,2676.49,2676.49
15/2/2018,2684.65,2684.65,2684.65,2684.65,2684.65,2684.65,2684.65,2684.65,2684.65,2684.65,2684.65,2684.65,2684.65,2684.65
16/2/2018,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900
17/2/2018,3031.07,3031.07,3031.07,3031.07,3031.07,3031.07,3031.07,3031.07,3031.07,3031.07,3031.07,3031.07,3031.07,3031.07
18/2/2018,2968.13,2968.13,2968.13,2968.13,2968.13,2968.13,2968.13,2968.13,2968.13,2968.13,2968.13,2968.13,2968.13,2968.13
19/2/2018,3476.58,3476.58,3476.58,3476.58,3476.58,3476.58,3476.58,3476.58,3476.58,3476.58,3476.58,3476.58,3476.58,3476.58
20/2/2018,3529.61,3529.61,3529.61,3529.61,3529.61,3529.61,3529.61,3529.61,3529.61,3529.61,3529.61,3529.61,3529.61,3529.61
21/2/2018,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735
22/2/2018,3384.05,3384.05,3384.05,3384.05,3384.05,3384.05,3384.05,3384.05,3384.05,3384.05,3384.05,3384.05,3384.05,3384.05
23/2/2018,3486.07,3486.07,3486.07,3486.07,3486.07,3486.07,3486.07,3486.07,3486.07,3486.07,3486.07,3486.07,3486.07,3486.07
24/2/2018,3775.66,3775.66,3775.66,3775.66,3775.66,3775.66,3775.66,3775.66,3775.66,3775.66,3775.66,3775.66,3775.66,3775.66
25/2/2018,3099.75,3099.75,3099.75,3099.75,3099.75,3099.75,3099.75,3099.75,3099.75,3099.75,3099.75,3099.75,3099.75,3099.75
26/2/2018,3563.98,3563.98,3563.98,3563.98,3563.98,3563.98,3563.98,3563.98,3563.98,3563.98,3563.98,3563.98,3563.98,3563.98
27/2/2018,3455.03,3455.03,3455.03,3455.03,3455.03,3455.03,3455.03,3455.03,3455.03,3455.03,3455.03,3455.03,3455.03,3455.03
28/2/2018,3514.98,3514.98,3514.98,3514.98,3514.98,3514.98,3514.98,3514.98,3514.98,3727.73,3514.98,3514.98,3514.98,3518.39
1/3/2018,3936.68,3936.68,3936.68,3936.68,3936.68,3936.68,3936.68,3936.68,3936.68,3936.68,3936.68,3936.68,3936.68,3936.68
2/3/2018,2910.74,2910.74,2910.74,2910.74,2910.74,2910.74,2910.74,2910.74,2910.74,2910.74,2910.74,2910.74,2910.74,2910.74
3/3/2018,3188.53,3188.53,3188.53,3188.53,3188.53,3188.53,3188.53,3188.53,3188.53,3188.53,3188.53,3188.53,3188.53,3188.53
4/3/2018,3093.55,3093.55,3093.55,3093.55,3093.55,3093.55,3093.55,3093.55,3093.55,3384.18,3093.55,3093.55,3093.55,3087.24
5/3/2018,4033.43,4033.43,4033.43,4033.43,4033.43,4033.43,4033.43,4033.43,4033.43,4033.43,4033.43,4033.43,4033.43,4033.43
6/3/2018,3689.33,3689.33,3689.33,3689.33,3689.33,3689.33,3689.33,3716.07,3716.07,3716.07,3689.33,3689.33,3689.33,3690.5
7/3/2018,4236.35,4236.35,4236.35,4236.35,4236.35,4236.35,4236.35,4275.22,4275.22,4275.22,4236.35,4236.35,4236.35,4198.58
8/3/2018,3992.15,3992.15,3992.15,3992.15,3992.15,3992.15,3992.15,4105.01,4105.01,4105.01,3992.15,3992.15,3992.15,4004.69
9/3/2018,4371.75,4371.75,4371.75,4371.75,4371.75,4371.75,4371.75,4371.75,4371.75,4371.75,4371.75,4371.75,4371.75,4371.75
10/3/2018,4357.19,4357.19,4357.19,4357.19,4357.19,4357.19,4357.19,4357.19,4357.19,4357.19,4357.19,4357.19,4357.19,4357.19
11/3/2018,4023,4023,4023,4023,4023,4023,4023,4023,4023,4023,4023,4023,4023,4023
12/3/2018,4838.8,4838.8,4838.8,4838.8,4838.8,4838.8,4838.8,4838.8,4838.8,4838.8,4838.8,4838.8,4838.8,4838.8
13/3/2018,4153.55,4153.55,4153.55,4153.55,4153.55,4153.55,4153.55,4153.55,4153.55,4153.55,4153.55,4153.55,4153.55,4153.55
14/3/2018,4508.54,4508.54,4508.54,4508.54,4508.54,4508.54,4508.54,4508.54,4508.54,4508.54,4508.54,4508.54,4508.54,4508.54
15/3/2018,4722.77,4722.77,4722.77,4722.77,4722.77,4722.77,4722.77,4722.77,4722.77,4722.77,4722.77,4722.77,4722.77,4722.77
16/3/2018,4945.67,4945.67,4945.67,4945.67,4945.67,4945.67,4945.67,4945.67,4945.67,4945.67,4945.67,4945.67,4945.67,4945.67
17/3/2018,4129.49,4129.49,4129.49,4129.49,4129.49,4129.49,4129.49,4129.49,4129.49,4129.49,4129.49,4129.49,4129.49,4129.49
18/3/2018,3439.2,3439.2,3439.2,3439.2,3439.2,3439.2,3439.2,3439.2,3439.2,3439.2,3439.2,3439.2,3439.2,3439.2
19/3/2018,3691.21,3691.21,3691.21,3691.21,3691.21,3691.21,3691.21,3691.21,3691.21,3691.21,3691.21,3691.21,3691.21,3691.21
20/3/2018,3648.34,3648.34,3648.34,3648.34,3648.34,3648.34,3648.34,3648.34,3648.34,3648.34,3648.34,3648.34,3648.34,3648.34
21/3/2018,4190.2,4190.2,4190.2,4190.2,4190.2,4190.2,4190.2,4190.2,4190.2,4190.2,4190.2,4190.2,4190.2,4190.2
22/3/2018,4259.03,4259.03,4259.03,4259.03,4259.03,4259.03,4259.03,4259.03,4259.03,4259.03,4259.03,4259.03,4259.03,4259.03
23/3/2018,3965.08,3965.08,3965.08,3965.08,3965.08,3965.08,3965.08,3965.08,3965.08,3965.08,3965.08,3965.08,3965.08,3965.08
24/3/2018,3778.51,3778.51,3778.51,3778.51,3778.51,3778.51,3778.51,3778.51,3778.51,3778.51,3778.51,3778.51,3778.51,3778.51
25/3/2018,3357.9,3357.9,3357.9,3357.9,3357.9,3357.9,3357.9,3357.9,3357.9,3357.9,3357.9,3357.9,3357.9,3357.9
26/3/2018,3743.4,3743.4,3743.4,3743.4,3743.4,3743.4,3743.4,3743.4,3743.4,3743.4,3743.4,3743.4,3743.4,3743.4
27/3/2018,3710.73,3710.73,3710.73,3710.73,3710.73,3710.73,3710.73,3710.73,3710.73,3710.73,3710.73,3710.73,3710.73,3710.73
28/3/2018,4283.6,4283.6,4283.6,4283.6,4283.6,4283.6,4283.6,4283.6,4283.6,4283.6,4283.6,4283.6,4283.6,4283.6
29/3/2018,4745.8,4745.8,4745.8,4745.8,4745.8,4745.8,4745.8,4745.8,4745.8,4745.8,4745.8,4745.8,4745.8,4745.8
30/3/2018,4669.56,4669.56,4669.56,4669.56,4669.56,4669.56,4669.56,4669.56,4669.56,4669.56,4669.56,4669.56,4669.56,4669.56
31/3/2018,4003.21,4003.21,4003.21,4003.21,4003.21,4003.21,4003.21,4003.21,4003.21,4003.21,4003.21,4003.21,4003.21,4003.21
1/4/2018,3258.86,3258.86,3258.86,3258.86,3258.86,3258.86,3258.86,3258.86,3258.86,3258.86,3258.86,3258.86,3258.86,3258.86
2/4/2018,3537.41,3537.41,3537.41,3537.41,3537.41,3537.41,3537.41,3537.41,3537.41,3537.41,3537.41,3537.41,3537.41,3537.41
3/4/2018,3845.46,3845.46,3845.46,3845.46,3845.46,3845.46,3845.46,3845.46,3845.46,3845.46,3845.46,3845.46,3845.46,3845.46
4/4/2018,4746.87,4746.87,4746.87,4746.87,4746.87,4746.87,4746.87,4746.87,4746.87,4746.87,4746.87,4746.87,4746.87,4746.87
5/4/2018,5073.54,5073.54,5073.54,5073.54,5073.54,5073.54,5073.54,5073.54,5073.54,5073.54,5073.54,5073.54,5073.54,5073.54
6/4/2018,4187.59,4187.59,4187.59,4187.59,4187.59,4187.59,4187.59,4187.59,4187.59,4187.59,4187.59,4187.59,4187.59,4187.59
7/4/2018,4424.09,4424.09,4424.09,4424.09,4424.09,4424.09,4424.09,4424.09,4424.09,4424.09,4424.09,4424.09,4424.09,4424.09
8/4/2018,3544.71,3544.71,3544.71,3544.71,3544.71,3544.71,3544.71,3544.71,3544.71,3544.71,3544.71,3544.71,3544.71,3544.71
9/4/2018,3849.15,3849.15,3849.15,3849.15,3849.15,3849.15,3849.15,3849.15,3849.15,3849.15,3849.15,3849.15,3849.15,3849.15
10/4/2018,3534.56,3534.56,3534.56,3534.56,3534.56,3534.56,3534.56,3545.97,3545.97,3545.97,3534.56,3534.56,3534.56,3537.57
11/4/2018,3282.68,3282.68,3282.68,3282.68,3282.68,3282.68,3282.68,3282.68,3282.68,3282.68,3282.68,3282.68,3282.68,3282.68
12/4/2018,3582.48,3582.48,3582.48,3582.48,3582.48,3582.48,3582.48,3587.4,3587.4,3587.4,3582.48,3582.48,3582.48,3582.73
13/4/2018,3225.55,3225.55,3225.55,3225.55,3225.55,3225.55,3225.55,3320.78,3320.78,3320.78,3225.55,3225.55,3225.55,3256.21
14/4/2018,3681.81,3681.81,3681.81,3681.81,3681.81,3681.81,3681.81,3722.67,3769.42,3769.42,3681.81,3681.81,3681.81,3711.19
15/4/2018,3476.59,3476.59,3476.59,3476.59,3476.59,3476.59,3476.59,3476.59,3476.59,3476.59,3476.59,3476.59,3476.59,3476.59
16/4/2018,4191.93,4191.93,4191.93,4191.93,4191.93,4191.93,4191.93,4191.93,4191.93,4191.93,4191.93,4191.93,4191.93,4191.93
17/4/2018,3855.26,3855.26,3855.26,3855.26,3855.26,3855.26,3855.26,3863.48,3959.32,3959.32,3855.26,3855.26,3855.26,3866.26
18/4/2018,3974.94,3974.94,3974.94,3974.94,3974.94,3974.94,3974.94,4122.61,4122.61,4122.61,3974.94,3974.94,3974.94,4046.72
19/4/2018,4136.44,4136.44,4136.44,4136.44,4136.44,4136.44,4136.44,4174.15,4174.15,4174.15,4136.44,4136.44,4136.44,4137.12
20/4/2018,4405.31,4405.31,4405.31,4405.31,4405.31,4405.31,4405.31,4405.31,4405.31,4405.31,4405.31,4405.31,4405.31,4405.31
21/4/2018,4643.21,4643.21,4643.21,4643.21,4643.21,4643.21,4643.21,4675.97,4675.97,4675.97,4643.21,4643.21,4643.21,4652.41
22/4/2018,4004.29,4004.29,4004.29,4004.29,4004.29,4004.29,4004.29,4004.29,4004.29,4004.29,4004.29,4004.29,4004.29,4004.29
23/4/2018,4677.31,4677.31,4677.31,4677.31,4677.31,4677.31,4677.31,4677.31,4677.31,4677.31,4677.31,4677.31,4677.31,4677.31
24/4/2018,4492.18,4492.18,4492.18,4492.18,4492.18,4492.18,4492.18,4503.64,4503.64,4503.64,4492.18,4492.18,4492.18,4496.71
25/4/2018,4223.27,4223.27,4223.27,4223.27,4223.27,4223.27,4223.27,4223.27,4223.27,4223.27,4223.27,4223.27,4223.27,4223.27
26/4/2018,4402.46,4402.46,4402.46,4402.46,4402.46,4402.46,4402.46,4402.46,4402.46,4402.46,4402.46,4402.46,4402.46,4402.46
27/4/2018,4080.63,4080.63,4080.63,4080.63,4080.63,4080.63,4080.63,4080.63,4080.63,4080.63,4080.63,4080.63,4080.63,4080.63
28/4/2018,3964.2,3964.2,3964.2,3964.2,3964.2,3964.2,3964.2,3964.2,3964.2,3964.2,3964.2,3964.2,3964.2,3964.2
29/4/2018,3442.58,3442.58,3442.58,3442.58,3442.58,3442.58,3442.58,3442.58,3442.58,3442.58,3442.58,3442.58,3442.58,3442.58
30/4/2018,3436.31,3436.31,3436.31,3436.31,3436.31,3436.31,3436.31,3436.31,3436.31,3436.31,3436.31,3436.31,3436.31,3436.31
1/5/2018,2873.03,2873.03,2873.03,2873.03,2873.03,2873.03,2873.03,2873.03,2873.03,2873.03,2873.03,2873.03,2873.03,2873.03
2/5/2018,3196.99,3196.99,3196.99,3196.99,3196.99,3196.99,3196.99,3196.99,3196.99,3196.99,3196.99,3196.99,3196.99,3196.99
3/5/2018,3412.64,3412.64,3412.64,3412.64,3412.64,3412.64,3412.64,3412.64,3412.64,3412.64,3412.64,3412.64,3412.64,3412.64
4/5/2018,3532.81,3532.81,3532.81,3532.81,3563.4,3563.4,3563.4,3532.81,3532.81,3532.81,3532.81,3532.81,3532.81,3537.39
5/5/2018,3549.8,3549.8,3549.8,3549.8,3891.83,3891.83,3891.83,3549.8,3549.8,3549.8,3549.8,3549.8,3549.8,3658.57
6/5/2018,3223.56,3223.56,3223.56,3223.56,3729.99,3729.99,3729.99,3223.56,3223.56,3223.56,3223.56,3223.56,3223.56,3450.58
7/5/2018,3856.01,3856.01,3856.01,3856.01,4274.7,4274.7,4274.7,3856.01,3856.01,3856.01,3856.01,3856.01,3856.01,3929.29
8/5/2018,4398.3,4398.3,4398.3,4398.3,4398.3,4398.3,4398.3,4398.3,4398.3,4398.3,4398.3,4398.3,4398.3,4398.3
9/5/2018,4503.07,4503.07,4503.07,4503.07,4766.2,4766.2,4766.2,4503.07,4503.07,4503.07,4503.07,4503.07,4503.07,4592.23
10/5/2018,4991.91,4991.91,4991.91,4991.91,4991.91,4991.91,4991.91,4991.91,4991.91,4991.91,4991.91,4991.91,4991.91,4991.91
11/5/2018,5448.54,5448.54,5448.54,5448.54,5471.9,5471.9,5471.9,5448.54,5448.54,5448.54,5448.54,5448.54,5448.54,5464.1
12/5/2018,5097.25,5097.25,5097.25,5097.25,5097.25,5097.25,5097.25,5097.25,5097.25,5097.25,5097.25,5097.25,5097.25,5097.25
13/5/2018,4114.22,4114.22,4114.22,4114.22,4114.22,4114.22,4114.22,4114.22,4114.22,4114.22,4114.22,4114.22,4114.22,4114.22
14/5/2018,4594.07,4594.07,4594.07,4594.07,4659.58,4659.58,4659.58,4594.07,4594.07,4594.07,4594.07,4594.07,4594.07,4599.4
15/5/2018,4061.52,4061.52,4061.52,4061.52,4061.52,4061.52,4061.52,4061.52,4061.52,4061.52,4061.52,4061.52,4061.52,4061.52
16/5/2018,4085.84,4085.84,4085.84,4085.84,4151.89,4151.89,4151.89,4085.84,4085.84,4085.84,4085.84,4085.84,4085.84,4096.9
17/5/2018,4508.93,4508.93,4508.93,4508.93,4744.7,4744.7,4744.7,4508.93,4508.93,4508.93,4508.93,4508.93,4508.93,4588.87
18/5/2018,5011.23,5011.23,5011.23,5011.23,5770.02,5770.02,5770.02,5011.23,5011.23,5011.23,5011.23,5011.23,5011.23,5205.3
19/5/2018,4867.19,4867.19,4867.19,4867.19,6657.73,6657.73,6657.73,4867.19,4867.19,4867.19,4867.19,4867.19,4867.19,5580.26
20/5/2018,5556.32,5556.32,5556.32,5556.32,7759.89,7759.89,7759.89,5556.32,5556.32,5556.32,5556.32,5556.32,5556.32,6016.9
21/5/2018,6109.56,6109.56,6109.56,6109.56,7076.91,7076.91,7076.91,6109.56,6109.56,6109.56,6109.56,6109.56,6109.56,6277.33
22/5/2018,5959.03,5959.03,5959.03,5959.03,7431.66,7431.66,7431.66,5959.03,5959.03,5959.03,5959.03,5959.03,5959.03,6284.12
23/5/2018,6017.9,6017.9,6017.9,6017.9,6742.07,6742.07,6742.07,6017.9,6017.9,6095.99,6017.9,6017.9,6017.9,6070.35
24/5/2018,5701.99,5701.99,5701.99,5701.99,5701.99,5701.99,5701.99,5701.99,5701.99,5787.68,5701.99,5701.99,5701.99,5697.58
25/5/2018,5558.37,5558.37,5558.37,5558.37,6003.91,6003.91,6003.91,5558.37,5558.37,5558.37,5558.37,5558.37,5558.37,5692.53
26/5/2018,4344.46,4344.46,4344.46,4344.46,6013.79,6013.79,6013.79,4344.46,4344.46,4344.46,4344.46,4344.46,4344.46,4508.63
27/5/2018,3701.54,3701.54,3701.54,3701.54,5264.21,5264.21,5264.21,3701.54,3701.54,3701.54,3701.54,3701.54,3701.54,3959.28
28/5/2018,4798.48,4798.48,4798.48,4798.48,5115.54,5115.54,5115.54,4809.76,4809.76,4809.76,4798.48,4798.48,4798.48,4890.75
29/5/2018,5076.48,5076.48,5076.48,5076.48,5091.57,5091.57,5091.57,5076.48,5076.48,5076.48,5076.48,5076.48,5076.48,5082.43
30/5/2018,4702.66,4702.66,4702.66,4702.66,5183,5183,5183,4702.66,4702.66,4702.66,4702.66,4702.66,4702.66,4842.51
31/5/2018,4739.21,4739.21,4739.21,4739.21,4739.21,4739.21,4739.21,4739.21,4739.21,4739.21,4739.21,4739.21,4739.21,4739.2
1/6/2018,5929.09,5929.09,5929.09,5929.09,5945.19,5945.19,5945.19,5929.09,5929.09,5929.09,5929.09,5929.09,5929.09,5938.48
2/6/2018,4900.73,4900.73,4900.73,4900.73,4900.73,4900.73,4900.73,4900.73,4900.73,4900.73,4900.73,4900.73,4900.73,4900.73
3/6/2018,3482.7,3482.7,3482.7,3482.7,3482.7,3482.7,3482.7,3482.7,3482.7,3482.7,3482.7,3482.7,3482.7,3482.7
4/6/2018,3405.84,3405.84,3405.84,3405.84,3405.84,3405.84,3405.84,3405.84,3405.84,3405.84,3405.84,3405.84,3405.84,3405.84
5/6/2018,3492.77,3492.77,3492.77,3492.77,3492.77,3492.77,3492.77,3492.77,3492.77,3492.77,3492.77,3492.77,3492.77,3492.77
6/6/2018,3459.66,3459.66,3459.66,3459.66,3604.24,3604.24,3604.24,3459.66,3459.66,3459.66,3459.66,3459.66,3459.66,3476.72
7/6/2018,3293.27,3293.27,3293.27,3293.27,3293.27,3293.27,3293.27,3293.27,3293.27,3293.27,3293.27,3293.27,3293.27,3293.27
8/6/2018,3625.07,3625.07,3625.07,3625.07,3625.07,3625.07,3625.07,3625.07,3625.07,3625.07,3625.07,3625.07,3625.07,3625.07
9/6/2018,3446.28,3446.28,3446.28,3446.28,3446.28,3446.28,3446.28,3446.28,3446.28,3446.28,3446.28,3446.28,3446.28,3446.28
10/6/2018,2932.17,2932.17,2932.17,2932.17,2932.17,2932.17,2932.17,2932.17,2932.17,2932.17,2932.17,2932.17,2932.17,2932.17
11/6/2018,2795.79,2795.79,2795.79,2795.79,2795.79,2795.79,2795.79,2795.79,2795.79,2795.79,2795.79,2795.79,2795.79,2795.79
12/6/2018,3057.44,3057.44,3057.44,3057.44,3057.44,3057.44,3057.44,3057.44,3057.44,3057.44,3057.44,3057.44,3057.44,3057.44
13/6/2018,2869.71,2869.71,2869.71,2869.71,2869.71,2869.71,2869.71,2869.71,2869.71,2869.71,2869.71,2869.71,2869.71,2869.71
14/6/2018,3160.55,3160.55,3160.55,3160.55,3160.55,3160.55,3160.55,3160.55,3160.55,3160.55,3160.55,3160.55,3160.55,3160.55
15/6/2018,3420.64,3420.64,3420.64,3420.64,3420.64,3420.64,3420.64,3420.64,3420.64,3420.64,3420.64,3420.64,3420.64,3420.64
16/6/2018,3745.76,3745.76,3745.76,3745.76,3745.76,3745.76,3745.76,3745.76,3745.76,3745.76,3745.76,3745.76,3745.76,3745.76
17/6/2018,3276.79,3276.79,3276.79,3276.79,3276.79,3276.79,3276.79,3276.79,3276.79,3276.79,3276.79,3276.79,3276.79,3276.79
18/6/2018,3804.55,3804.55,3804.55,3804.55,3804.55,3804.55,3804.55,3804.55,3804.55,3804.55,3804.55,3804.55,3804.55,3804.55
19/6/2018,4380.91,4380.91,4380.91,4380.91,4380.91,4380.91,4380.91,4380.91,4380.91,4380.91,4380.91,4380.91,4380.91,4380.91
20/6/2018,4868.94,4868.94,4868.94,4868.94,4868.94,4868.94,4868.94,4868.94,4868.94,4868.94,4868.94,4868.94,4868.94,4868.94
21/6/2018,5287.95,5287.95,5287.95,5287.95,5287.95,5287.95,5287.95,5287.95,5287.95,5287.95,5287.95,5287.95,5287.95,5287.95
22/6/2018,5996.91,5996.91,5996.91,5996.91,5996.91,5996.91,5996.91,5996.91,5996.91,5996.91,5996.91,5996.91,5996.91,5996.91
23/6/2018,5093.59,5093.59,5093.59,5093.59,6837.77,6837.77,6837.77,5093.59,5093.59,5093.59,5093.59,5093.59,5093.59,5655.69
