Date,MCP
10/3/2018,4357.19
11/3/2018,4023
12/3/2018,4838.8
13/3/2018,4153.55
14/3/2018,4508.54
15/3/2018,4722.77
16/3/2018,4945.67
17/3/2018,4129.49
18/3/2018,3439.2
19/3/2018,3691.21
20/3/2018,3648.34
21/3/2018,4190.2
22/3/2018,4259.03
23/3/2018,3965.08
24/3/2018,3778.51
25/3/2018,3357.9
26/3/2018,3743.4
27/3/2018,3710.73
28/3/2018,4283.6
29/3/2018,4745.8
30/3/2018,4669.56
31/3/2018,4003.21
1/4/2018,3258.86
2/4/2018,3537.41
3/4/2018,3845.46
4/4/2018,4746.87
5/4/2018,5073.54
6/4/2018,4187.59
7/4/2018,4424.09
8/4/2018,3544.71
9/4/2018,3849.15
10/4/2018,3537.57
11/4/2018,3282.68
12/4/2018,3582.73
13/4/2018,3256.21
14/4/2018,3711.19
15/4/2018,3476.59
16/4/2018,4191.93
17/4/2018,3866.26
18/4/2018,4046.72
19/4/2018,4137.12
20/4/2018,4405.31
21/4/2018,4652.41
22/4/2018,4004.29
23/4/2018,4677.31
24/4/2018,4496.71
25/4/2018,4223.27
26/4/2018,4402.46
27/4/2018,4080.63
28/4/2018,3964.2
29/4/2018,3442.58
30/4/2018,3436.31
1/5/2018,2873.03
2/5/2018,3196.99
3/5/2018,3412.64
4/5/2018,3537.39
5/5/2018,3658.57
6/5/2018,3450.58
7/5/2018,3929.29
8/5/2018,4398.3
9/5/2018,4592.23
10/5/2018,4991.91
11/5/2018,5464.1
12/5/2018,5097.25
13/5/2018,4114.22
14/5/2018,4599.4
15/5/2018,4061.52
16/5/2018,4096.9
17/5/2018,4588.87
18/5/2018,5205.3
19/5/2018,5580.26
20/5/2018,6016.9
21/5/2018,6277.33
22/5/2018,6284.12
23/5/2018,6070.35
24/5/2018,5697.58
25/5/2018,5692.53
26/5/2018,4508.63
27/5/2018,3959.28
28/5/2018,4890.75
29/5/2018,5082.43
30/5/2018,4842.51
31/5/2018,4739.2
1/6/2018,5938.48
2/6/2018,4900.73
3/6/2018,3482.7
4/6/2018,3405.84
5/6/2018,3492.77
6/6/2018,3476.72
7/6/2018,3293.27
8/6/2018,3625.07
9/6/2018,3446.28
10/6/2018,2932.17
11/6/2018,2795.79
12/6/2018,3057.44
13/6/2018,2869.71
14/6/2018,3160.55
15/6/2018,3420.64
16/6/2018,3745.76
17/6/2018,3276.79
18/6/2018,3804.55
19/6/2018,4380.91
20/6/2018,4868.94
21/6/2018,5287.95
22/6/2018,5996.91
23/6/2018,5655.69
24/6/2018,3058.77
25/6/2018,3627.75
26/6/2018,3114.17
27/6/2018,2985.06
28/6/2018,3011.1
29/6/2018,2990.2
30/6/2018,2857
1/7/2018,2897.54
2/7/2018,3600.51
3/7/2018,3579.75
4/7/2018,3051.32
5/7/2018,2858.45
6/7/2018,3453.26
7/7/2018,3867.34
8/7/2018,3198.48
9/7/2018,4257.92
10/7/2018,4298.53
11/7/2018,3940.91
12/7/2018,3816.34
13/7/2018,3992.66
14/7/2018,4010.12
15/7/2018,3604.07
16/7/2018,3866.51
17/7/2018,3662.37
18/7/2018,3172.55
19/7/2018,3549.6
20/7/2018,3978.78
21/7/2018,3700.62
22/7/2018,2674.41
23/7/2018,2871.13
24/7/2018,3129.18
25/7/2018,3237.69
26/7/2018,3028.53
27/7/2018,2907.14
28/7/2018,3045.21
29/7/2018,2872.15
30/7/2018,3529.15
31/7/2018,3654.87
1/8/2018,3790.08
2/8/2018,3558.38
3/8/2018,3554.21
4/8/2018,3910.66
5/8/2018,3023.2
6/8/2018,3691
7/8/2018,3639.06
8/8/2018,3476.41
9/8/2018,3990.19
10/8/2018,3604.33
11/8/2018,3773.87
12/8/2018,3112.49
13/8/2018,3304.91
14/8/2018,3314.09
15/8/2018,2824.98
16/8/2018,3710.61
17/8/2018,3473.98
18/8/2018,2990.37
19/8/2018,2827.14
20/8/2018,3296.74
21/8/2018,2871.93
22/8/2018,2854.18
23/8/2018,3410.6
24/8/2018,3581.52
25/8/2018,3386.85
26/8/2018,2824.65
27/8/2018,3245.05
28/8/2018,2803.48
29/8/2018,2985.89
30/8/2018,3220
31/8/2018,3494.38
1/9/2018,2922.73
2/9/2018,2489.9
3/9/2018,2798.23
4/9/2018,3021.55
5/9/2018,3464.09
6/9/2018,3248.93
7/9/2018,3499.9
8/9/2018,3748.85
9/9/2018,3413.99
10/9/2018,4044.25
11/9/2018,4407.68
12/9/2018,4245.32
13/9/2018,4400.55
14/9/2018,5000.25
15/9/2018,5471.76
16/9/2018,5319.74
17/9/2018,6301.68
18/9/2018,6526.59
19/9/2018,5278.66
20/9/2018,5688.17
21/9/2018,6690.71
22/9/2018,4391.54
23/9/2018,3632.82
24/9/2018,4694.32
25/9/2018,4933.68
26/9/2018,6383.4
27/9/2018,7089.33
28/9/2018,6762.84
29/9/2018,6671.31
30/9/2018,4279.36
1/10/2018,7644.17
2/10/2018,5194.22
3/10/2018,7123.95
4/10/2018,7496.13
5/10/2018,7848.5
6/10/2018,8062.42
7/10/2018,5914.82
8/10/2018,8566.92
9/10/2018,8949.38
10/10/2018,5261.71
11/10/2018,7267.74
12/10/2018,5520.41
13/10/2018,5240.08
14/10/2018,4888.86
15/10/2018,5929.3
16/10/2018,5464.02
17/10/2018,5353.66
18/10/2018,4247.17
19/10/2018,4150.33
20/10/2018,4290.09
21/10/2018,4040.03
22/10/2018,6193.08
23/10/2018,6921.88
24/10/2018,5082.82
25/10/2018,6238.77
26/10/2018,5296.65
27/10/2018,5157.81
28/10/2018,4306.1
29/10/2018,5859.11
30/10/2018,4949.51
31/10/2018,5617.69
1/11/2018,4759.81
2/11/2018,5106.52
3/11/2018,4917.38
4/11/2018,4219.28
5/11/2018,4560.09
6/11/2018,3922.91
7/11/2018,3024.76
8/11/2018,2727.5
9/11/2018,3083.61
10/11/2018,3444.73
11/11/2018,3256.75
12/11/2018,3434.2
13/11/2018,3381.17
14/11/2018,3466.72
15/11/2018,3469.19
16/11/2018,3574.17
17/11/2018,3586.31
18/11/2018,3200
19/11/2018,3468.22
20/11/2018,3255.38
21/11/2018,3199.97
22/11/2018,3299.79
23/11/2018,3418.85
24/11/2018,3533.81
25/11/2018,3343.82
26/11/2018,3459.95
27/11/2018,3392.46
28/11/2018,3548.43
29/11/2018,3266.99
30/11/2018,3371.18
1/12/2018,3499.23
2/12/2018,2946.41
3/12/2018,3095.01
4/12/2018,2956.71
5/12/2018,3204.45
6/12/2018,3470.57
7/12/2018,3468.97
8/12/2018,3304.86
9/12/2018,2947.51
10/12/2018,3324.08
11/12/2018,3476.22
12/12/2018,3424.37
13/12/2018,3331.46
14/12/2018,3475.97
15/12/2018,3569.6
16/12/2018,3068.94
17/12/2018,3404.47
18/12/2018,3248.1
19/12/2018,3274.53
20/12/2018,3910.23
21/12/2018,3554.07
22/12/2018,3568.93
23/12/2018,3233.06
24/12/2018,3349.72
25/12/2018,3102.68
26/12/2018,3238.62
27/12/2018,3431.57
28/12/2018,3252.87
29/12/2018,3177.02
30/12/2018,2882.27
31/12/2018,3261.56
1/1/2019,3201.52
2/1/2019,3531.38
3/1/2019,3252.66
4/1/2019,3758
5/1/2019,3667.54
6/1/2019,3424.49
7/1/2019,4159.87
8/1/2019,3656.1
9/1/2019,3610.92
10/1/2019,3549.14
11/1/2019,3839.7
12/1/2019,3598.62
13/1/2019,3142.31
14/1/2019,3217.85
15/1/2019,3498.1
16/1/2019,3197.37
17/1/2019,3199.94
18/1/2019,3184.58
19/1/2019,3402.38
20/1/2019,3046.22
21/1/2019,3345.71
22/1/2019,3465.22
23/1/2019,3225.94
24/1/2019,3081.81
25/1/2019,3045.58
26/1/2019,2632.8
27/1/2019,2876.59
28/1/2019,3088.04
29/1/2019,3215.54
30/1/2019,3159.76
31/1/2019,2962.39
1/2/2019,2904.53
2/2/2019,2954.02
3/2/2019,2844.22
4/2/2019,3253.65
5/2/2019,3233.1
6/2/2019,3022.94
7/2/2019,3160.14
8/2/2019,2985.54
9/2/2019,2916.79
10/2/2019,2732.38
11/2/2019,3047.17
12/2/2019,2829.94
13/2/2019,2784.1
14/2/2019,3072.29
15/2/2019,3146.75
16/2/2019,3020.89
17/2/2019,2723.76
18/2/2019,2837.78
19/2/2019,3186.95
20/2/2019,3075.05
21/2/2019,3393.91
22/2/2019,3471.83
23/2/2019,3540.06
24/2/2019,3034.52
25/2/2019,3281.65
26/2/2019,3265.46
27/2/2019,3299.81
28/2/2019,3332.59
1/3/2019,3162.42
2/3/2019,3169.62
3/3/2019,2937.14
4/3/2019,3008.91
5/3/2019,3092.8
6/3/2019,2912.13
7/3/2019,3067.42
8/3/2019,3054.67
9/3/2019,3089.78
10/3/2019,2944.6
11/3/2019,3309.03
12/3/2019,3175.55
13/3/2019,3159.15
14/3/2019,3349.8
15/3/2019,3149.96
16/3/2019,3008.56
17/3/2019,2872.89
18/3/2019,3150
19/3/2019,3106.81
20/3/2019,3091.92
21/3/2019,2620.59
22/3/2019,2816.17
23/3/2019,2955.32
24/3/2019,2872.75
25/3/2019,3328.89
26/3/2019,3222.8
27/3/2019,3204.62
28/3/2019,3297.71
29/3/2019,3531.82
30/3/2019,3842.29
31/3/2019,3170.93
1/4/2019,3369.14
2/4/2019,3208.2
3/4/2019,3455.22
4/4/2019,3751.02
5/4/2019,3784.82
6/4/2019,3473.17
7/4/2019,3295.97
8/4/2019,3255.05
9/4/2019,3199.95
10/4/2019,3219.11
11/4/2019,3337.92
12/4/2019,3690.71
13/4/2019,3439.31
14/4/2019,3332.41
15/4/2019,3256.03
16/4/2019,3027.58
17/4/2019,3159.59
18/4/2019,3099.82
19/4/2019,3100.17
20/4/2019,3079.06
21/4/2019,2784.87
22/4/2019,2834.52
23/4/2019,3070.45
24/4/2019,3020.5
25/4/2019,3049.83
26/4/2019,3290.48
27/4/2019,3199.96
28/4/2019,2727.63
29/4/2019,3055.88
30/4/2019,3064.73
1/5/2019,2792.99
2/5/2019,2982.26
3/5/2019,2799.42
4/5/2019,2374.01
5/5/2019,2473.22
6/5/2019,2954.44
7/5/2019,2947.56
8/5/2019,2999.57
9/5/2019,3049.21
10/5/2019,3365.33
11/5/2019,3323.44
12/5/2019,2857.53
13/5/2019,3450
14/5/2019,3699.46
15/5/2019,3423.69
16/5/2019,3662.27
17/5/2019,3452.25
18/5/2019,3606.53
19/5/2019,3387.29
20/5/2019,3816.09
21/5/2019,3584.2
22/5/2019,3928.44
23/5/2019,3728.57
24/5/2019,3887.69
25/5/2019,3335.03
26/5/2019,3054.77
27/5/2019,3216.91
28/5/2019,3596.79
29/5/2019,3961.28
30/5/2019,4125.69
31/5/2019,3615.48
1/6/2019,3317.14
2/6/2019,2638.98
3/6/2019,2761.46
4/6/2019,2451.85
5/6/2019,2869.29
6/6/2019,3201.59
7/6/2019,3639.07
8/6/2019,3490.61
9/6/2019,2999.43
10/6/2019,3422.2
11/6/2019,3546.34
12/6/2019,3322.03
13/6/2019,3430.65
14/6/2019,3202.59
15/6/2019,3410.37
16/6/2019,3014.43
17/6/2019,3310.65
18/6/2019,2906.94
19/6/2019,3290.67
20/6/2019,3694.1
21/6/2019,4005.81
22/6/2019,3752.92
23/6/2019,3103.91
24/6/2019,3833.69
25/6/2019,4044.04
26/6/2019,4206.25
27/6/2019,3597.7
28/6/2019,3199.9
29/6/2019,3064.69
30/6/2019,2786.77
1/7/2019,3022.97
2/7/2019,3413.25
3/7/2019,3537.53
4/7/2019,3435.84
5/7/2019,3623.34
6/7/2019,3345.47
7/7/2019,2410.35
8/7/2019,2877.62
9/7/2019,2883.61
10/7/2019,3161.57
11/7/2019,3570.34
12/7/2019,3671.28
13/7/2019,3699.5
14/7/2019,3368.33
15/7/2019,3571.51
16/7/2019,3552.81
17/7/2019,3107.21
18/7/2019,3896.34
19/7/2019,4326.07
20/7/2019,4382.01
21/7/2019,3589.83
22/7/2019,3811.88
23/7/2019,4021.85
24/7/2019,4079.04
25/7/2019,3079.19
26/7/2019,2742.4
27/7/2019,2931.21
28/7/2019,2521.07
29/7/2019,2665.86
30/7/2019,3134.08
31/7/2019,3303.13
1/8/2019,3108.02
2/8/2019,3009.31
3/8/2019,3254.59
4/8/2019,3249.64
5/8/2019,3610.71
6/8/2019,3779.57
7/8/2019,3649.63
8/8/2019,2933.57
9/8/2019,3059.68
10/8/2019,2921.45
11/8/2019,2691.07
12/8/2019,3338.28
13/8/2019,3563.92
14/8/2019,3671.41
15/8/2019,2491.11
16/8/2019,2819.35
17/8/2019,2818.52
18/8/2019,2428.56
19/8/2019,3243.81
20/8/2019,3414.29
21/8/2019,3694.09
22/8/2019,3749.58
23/8/2019,3859.28
24/8/2019,3165.74
25/8/2019,2752.23
26/8/2019,3332.39
27/8/2019,3341.42
28/8/2019,4019.63
29/8/2019,4070.4
30/8/2019,4011.5
31/8/2019,3748.84
1/9/2019,2755.38
2/9/2019,2775.89
3/9/2019,2957.06
4/9/2019,2983.77
5/9/2019,2973.82
6/9/2019,2681.44
7/9/2019,2580.28
8/9/2019,2310.73
9/9/2019,2418.13
10/9/2019,2546.14
11/9/2019,2990.62
12/9/2019,3056.56
13/9/2019,3343.38
14/9/2019,2922.14
15/9/2019,2623.67
16/9/2019,2994.06
17/9/2019,3086
18/9/2019,2933.7
19/9/2019,2847.91
20/9/2019,2874.95
21/9/2019,2822
22/9/2019,2672.37
23/9/2019,2789.79
24/9/2019,2927.61
25/9/2019,2802.3
26/9/2019,2741.87
27/9/2019,2516.13
28/9/2019,2509.88
29/9/2019,2154.43
30/9/2019,2650.72
1/10/2019,2576.52
2/10/2019,2367.88
3/10/2019,2912.74
4/10/2019,2929.93
5/10/2019,3119.98
6/10/2019,2889.29
7/10/2019,3025.27
8/10/2019,2195
9/10/2019,2494.83
10/10/2019,2600.05
11/10/2019,3047.22
12/10/2019,3095.94
13/10/2019,2887.93
14/10/2019,3013.28
15/10/2019,3009.47
16/10/2019,3238.38
17/10/2019,3123.36
18/10/2019,3132.93
19/10/2019,3028.33
20/10/2019,2653.08
21/10/2019,2895.23
22/10/2019,2903.76
23/10/2019,2811.04
24/10/2019,2685.8
25/10/2019,2620.33
26/10/2019,2340.96
27/10/2019,1680.41
28/10/2019,1488.17
29/10/2019,1841.37
30/10/2019,2613.15
31/10/2019,2889.57
1/11/2019,2978.6
2/11/2019,2986.34
3/11/2019,2826.01
4/11/2019,2916.88
5/11/2019,2936.85
6/11/2019,2901.4
7/11/2019,2813.56
8/11/2019,2565.79
9/11/2019,2614.21
10/11/2019,2558.87
11/11/2019,2679.38
12/11/2019,2804.01
13/11/2019,2904.08
14/11/2019,2761.64
15/11/2019,2899.4
16/11/2019,2830.73
17/11/2019,2653.29
18/11/2019,2940.6
19/11/2019,3036.55
20/11/2019,3129.74
21/11/2019,3285.68
22/11/2019,3087.37
23/11/2019,3046.57
24/11/2019,2821.51
25/11/2019,2900.09
26/11/2019,2804.41
27/11/2019,2739.67
28/11/2019,2760.57
29/11/2019,2694.19
30/11/2019,2771.33
1/12/2019,2586.92
2/12/2019,2894.4
3/12/2019,2856.37
4/12/2019,2821.36
5/12/2019,2836.68
6/12/2019,2856.86
7/12/2019,2934.53
8/12/2019,2772.59
9/12/2019,2976.29
10/12/2019,3228.64
11/12/2019,3245.45
12/12/2019,3189.91
13/12/2019,3110.96
14/12/2019,2914.42
15/12/2019,2799.23
16/12/2019,2825.42
17/12/2019,2991.11
18/12/2019,3071
19/12/2019,3006.14
20/12/2019,3010.29
21/12/2019,2956.09
22/12/2019,2711.95
23/12/2019,3007.14
24/12/2019,2988.84
25/12/2019,2848.07
26/12/2019,2948.31
27/12/2019,2912.16
28/12/2019,2902.81
29/12/2019,2690.67
30/12/2019,2930.42
31/12/2019,2871.51
1/1/2020,2978.22
2/1/2020,2999.23
3/1/2020,2869.59
4/1/2020,2817.02
5/1/2020,2663.13
6/1/2020,2917.89
7/1/2020,2744.47
8/1/2020,2774.63
9/1/2020,2878.88
10/1/2020,2740.07
11/1/2020,2781.68
12/1/2020,2749.02
13/1/2020,2928.91
14/1/2020,2749.38
15/1/2020,2681.57
16/1/2020,2548.07
17/1/2020,2700.54
18/1/2020,2727.89
19/1/2020,2621.29
20/1/2020,2986.73
21/1/2020,3000
22/1/2020,2945.25
23/1/2020,2898.12
24/1/2020,3015.33
25/1/2020,3017.45
26/1/2020,2733.25
27/1/2020,3063.48
28/1/2020,2998.25
29/1/2020,3018.7
30/1/2020,3044.77
31/1/2020,3076.16
1/2/2020,2867.38
2/2/2020,2694.39
3/2/2020,2559.62
4/2/2020,2948.42
5/2/2020,3011.76
6/2/2020,3031.28
7/2/2020,3082.77
8/2/2020,2876.47
9/2/2020,2772.2
10/2/2020,2840.81
11/2/2020,2950.88
12/2/2020,2826.64
13/2/2020,2983.15
14/2/2020,3007.17
15/2/2020,3053.6
16/2/2020,3040.78
17/2/2020,3085.84
18/2/2020,3076.67
19/2/2020,3146.84
20/2/2020,3003.85
21/2/2020,2856.81
22/2/2020,2975.8
23/2/2020,2798.85
24/2/2020,2900.85
25/2/2020,2870.63
26/2/2020,3030.12
27/2/2020,2793.51
28/2/2020,2762.61
29/2/2020,2657.96
1/3/2020,2636.52
2/3/2020,2703.69
3/3/2020,2683.72
4/3/2020,2816.22
5/3/2020,2599.08
6/3/2020,2614.5
7/3/2020,2634.57
8/3/2020,2501.9
9/3/2020,2595.35
10/3/2020,1918.91
11/3/2020,2295.05
12/3/2020,2481.69
13/3/2020,2664.93
14/3/2020,2605.03
15/3/2020,2292.29
16/3/2020,2606.55
17/3/2020,2778.07
18/3/2020,2917.16
19/3/2020,2816.07
20/3/2020,2774.14
21/3/2020,2591.16
22/3/2020,2195.48
23/3/2020,2462.63
24/3/2020,2012.07
25/3/2020,1952.24
26/3/2020,2271.16
27/3/2020,2029.29
28/3/2020,2204.51
29/3/2020,2210.35
30/3/2020,2151.67
31/3/2020,2121.15
1/4/2020,2307.04
2/4/2020,2499.07
3/4/2020,2568.68
4/4/2020,2621.3
5/4/2020,2379.94
6/4/2020,2428.67
7/4/2020,2276.06
8/4/2020,2457.3
9/4/2020,2362
10/4/2020,2114.01
11/4/2020,2346.15
12/4/2020,2604.88
13/4/2020,2674.26
14/4/2020,2501.5
15/4/2020,2516.24
16/4/2020,2528.15
17/4/2020,2394.04
18/4/2020,2490.12
19/4/2020,2440.81
20/4/2020,2386.81
21/4/2020,2339.04
22/4/2020,2252.06
23/4/2020,2366.7
24/4/2020,2498.2
25/4/2020,2587.77
26/4/2020,2335.15
27/4/2020,2189.76
28/4/2020,2248.29
29/4/2020,2233.49
30/4/2020,2510.24
1/5/2020,2363.75
2/5/2020,2542.29
3/5/2020,2501.66
4/5/2020,2453.38
5/5/2020,2328.86
6/5/2020,2615.67
7/5/2020,2629.19
8/5/2020,2613.16
9/5/2020,2658.51
10/5/2020,2698.17
11/5/2020,2621.56
12/5/2020,2585.15
13/5/2020,2688.66
14/5/2020,2725.47
15/5/2020,2650.5
16/5/2020,2576.31
17/5/2020,2470.63
18/5/2020,2585.7
19/5/2020,2578.99
20/5/2020,2592.99
21/5/2020,2681.38
22/5/2020,2513.77
23/5/2020,2575.47
24/5/2020,2540.82
25/5/2020,2669.7
26/5/2020,2759.38
27/5/2020,2785.87
28/5/2020,2519.82
29/5/2020,2242.21
30/5/2020,2446.91
31/5/2020,2443.06
1/6/2020,2676.1
2/6/2020,2204
3/6/2020,1652.77
4/6/2020,1913.24
5/6/2020,2204.73
6/6/2020,2058.39
7/6/2020,2123.42
8/6/2020,2240.62
9/6/2020,2440.37
10/6/2020,2591.8
11/6/2020,2527.99
12/6/2020,2363.71
13/6/2020,2432.51
14/6/2020,2256.38
15/6/2020,2242.07
16/6/2020,2332.22
17/6/2020,2293
18/6/2020,2334
19/6/2020,2230.91
20/6/2020,2318.6
21/6/2020,1815.56
22/6/2020,2309.57
23/6/2020,2569.51
24/6/2020,2461.62
25/6/2020,2617.24
26/6/2020,2741.57
27/6/2020,2544.49
28/6/2020,2552.8
29/6/2020,2629.72
30/6/2020,2731.47
1/7/2020,2400.31
2/7/2020,2491.89
3/7/2020,2671.42
4/7/2020,2899.95
5/7/2020,2210.28
6/7/2020,2114.94
7/7/2020,1980.05
8/7/2020,2325.44
9/7/2020,2448.11
10/7/2020,2543.13
11/7/2020,2442.86
12/7/2020,1908.54
13/7/2020,2322.49
14/7/2020,2596.83
15/7/2020,2587.34
16/7/2020,2721.12
17/7/2020,2607.6
18/7/2020,2879.39
19/7/2020,2314.97
20/7/2020,2408.68
21/7/2020,2280.46
22/7/2020,2440.07
23/7/2020,2628.98
24/7/2020,2733.33
25/7/2020,2586.35
26/7/2020,2162.15
27/7/2020,2571.81
28/7/2020,2772.21
29/7/2020,2667.54
30/7/2020,2460.84
31/7/2020,2261.39
1/8/2020,2606.94
2/8/2020,2286.1
3/8/2020,2392.04
4/8/2020,2518.42
5/8/2020,2416.94
6/8/2020,2652.23
7/8/2020,2544.09
8/8/2020,2600
9/8/2020,2515.6
10/8/2020,2991.57
11/8/2020,2335.75
12/8/2020,2262.83
13/8/2020,2306.72
14/8/2020,2298.78
15/8/2020,1635.16
16/8/2020,1860.05
17/8/2020,2229.22
18/8/2020,2430.5
19/8/2020,2390.87
20/8/2020,2271.1
21/8/2020,2120.72
22/8/2020,2284.84
23/8/2020,2337.05
24/8/2020,2594.07
25/8/2020,2657.41
26/8/2020,2433.54
27/8/2020,2545.93
28/8/2020,2515.03
29/8/2020,2696.89
30/8/2020,2648.54
31/8/2020,2896.48
1/9/2020,2780.01
2/9/2020,2872.65
3/9/2020,2887.45
4/9/2020,2890.65
5/9/2020,2929.22
6/9/2020,2552.28
7/9/2020,2564.35
8/9/2020,2621.33
9/9/2020,2774.8
10/9/2020,3149.58
11/9/2020,2710.53
12/9/2020,2651.25
13/9/2020,2486.4
14/9/2020,2549.17
15/9/2020,2556.08
16/9/2020,2644.01
17/9/2020,2701.49
18/9/2020,2625.08
19/9/2020,2682.91
20/9/2020,2570.45
21/9/2020,2644.65
22/9/2020,2494
23/9/2020,2464.14
24/9/2020,2556.31
25/9/2020,2724.21
26/9/2020,2790.13
27/9/2020,2520.13
28/9/2020,2621.1
29/9/2020,2799.68
30/9/2020,2790.57
1/10/2020,2686.68
2/10/2020,2401.66
3/10/2020,2501.72
4/10/2020,2423.12
5/10/2020,2770.07
6/10/2020,2942.63
7/10/2020,2884.92
8/10/2020,2862.75
9/10/2020,2773.16
10/10/2020,2735.83
11/10/2020,2745.46
12/10/2020,2673.72
13/10/2020,2622.11
14/10/2020,2659.55
15/10/2020,2819.69
16/10/2020,2826.3
17/10/2020,3119.76
18/10/2020,2652.94
19/10/2020,3124.64
20/10/2020,3099.82
21/10/2020,2854.8
22/10/2020,2840.87
23/10/2020,2691.72
24/10/2020,2552.31
25/10/2020,2404.14
26/10/2020,2670.84
27/10/2020,2665.02
28/10/2020,2772.32
29/10/2020,2684.74
30/10/2020,2649.82
31/10/2020,2692.04
1/11/2020,2562.25
2/11/2020,2799.7
3/11/2020,2962.37
4/11/2020,3229.74
5/11/2020,3215.28
6/11/2020,3043.52
7/11/2020,2798.59
8/11/2020,2568.96
9/11/2020,2970.66
10/11/2020,2865.54
11/11/2020,2697.44
12/11/2020,2922.76
13/11/2020,2704.16
14/11/2020,2377.18
15/11/2020,2126.21
16/11/2020,2388.95
17/11/2020,2623.64
18/11/2020,2700.01
19/11/2020,2904.13
20/11/2020,2917.41
21/11/2020,3026.94
22/11/2020,2563.07
23/11/2020,2894.08
24/11/2020,2953.2
25/11/2020,2531.75
26/11/2020,2503.76
27/11/2020,2350
28/11/2020,2446.56
29/11/2020,2479.83
30/11/2020,2679.26
1/12/2020,2692.04
2/12/2020,2679.16
3/12/2020,2709.98
4/12/2020,2734.38
5/12/2020,2705.16
6/12/2020,2913.1
7/12/2020,2625.66
8/12/2020,2655.17
9/12/2020,2562.9
10/12/2020,2577.12
11/12/2020,2552.28
12/12/2020,2573.86
13/12/2020,2608.94
14/12/2020,2540.32
15/12/2020,2639.97
16/12/2020,2599.32
17/12/2020,2636.59
18/12/2020,2893.2
19/12/2020,3012.88
20/12/2020,2999.94
21/12/2020,2808.63
22/12/2020,3178.06
23/12/2020,3048.66
24/12/2020,3199.97
25/12/2020,3043.62
26/12/2020,3012.07
27/12/2020,3249.07
28/12/2020,2829.78
29/12/2020,2925.99
30/12/2020,2936.68
31/12/2020,3074.61
