MCP
1899.84
1899.87
1899.84
1899.86
1849.18
1849.08
1809.9
1809.15
1699.47
1699.46
1699.36
1699.36
1699.32
1699.31
1699.3
1699.29
1699.31
1699.3
1699.37
1699.5
1785.04
1782.04
1849.1
1699.83
1999.11
1849.81
2249.77
2399.2
3319.37
3399.55
3399.19
3400.73
3600.74
3699.88
3799.06
3799.03
3699.35
3750.5
3699.02
3700.1
4000.33
3799.75
3800.24
3800.37
3799.69
3699.76
3699.56
3700.94
3399.87
3399.4
3399.08
3319.35
3319.25
3289.68
3289.35
3219.8
3199.74
3199.24
3199.68
3199.52
3289.35
3289.42
3289.7
3289.83
3289.86
3289.87
3289.53
3289.64
3289.63
3219.34
3150.88
3289.11
3500.8
3399.41
3289.28
2999.73
3219.46
3289.05
2899.62
3289.3
3299.33
3289.96
3289.42
3289.37
2849.61
2899.06
2609.3
2599.39
2199.48
1999.96
1849.75
1797.16
1699.7
1699.68
1699.61
1699.6
1699.59
1699.59
1699.6
1699.6
1699.44
1699.42
1699.4
1699.39
1699.27
1699.26
1699.25
1699.25
1699.24
1699.24
1699.24
1699.24
1699.24
1699.25
1699.27
1699.29
1699.46
1699.47
1699.37
1699.07
1786.12
1899.73
1999.02
2099.2
3299.65
3319.7
3319.82
3400.42
3299.33
3299.1
3299.25
3299.39
3299.19
3300
3299.5
3299.98
3319.31
3319.7
3319.86
3400.04
3399.81
3399.62
3399.35
3399.71
3319.86
3319.47
3319.95
3319.21
3319.25
3319
3299.57
3299.36
3219.7
3219.31
3099.95
3099.55
3099.99
3109.04
3100.44
3109.35
3289.03
3289.34
3289.58
3289.11
3099.55
3099.35
3099.4
2899.8
2980.66
3049.89
2980.66
2899.83
2962.7
2949.98
2700.81
2899.17
2899.85
2899.94
2949.08
2899.81
2549.85
2599.47
2299.98
2299.81
1699.98
1699.89
1699.9
1699.82
1699.59
1699.55
1699.5
1699.5
1599.1
1599.08
1599.1
1599.07
1499.86
1499.86
1499.86
1499.86
1499.71
1499.71
1499.71
1499.71
1499.71
1499.71
1499.71
1499.71
1499.72
1499.72
1500.47
1500.49
1599.26
1599.23
1599.35
1499.98
1699.15
1699.21
1699.44
1699.85
2799.27
2799.9
2799.65
2950.11
2949.05
2969.36
2999.2
2999.26
2999.91
3199.01
2999.75
2999.87
3199.37
3199.34
3199.49
3150.72
3000.88
3049.79
2999.69
2999.85
3199.44
3199.28
2999.82
2999.53
3199.02
2999.26
2899.77
2850.8
2749.69
2749.56
2749.54
2749.54
2749.71
2749.63
2749.79
2749.89
2799.67
2799.88
2899.11
2849.43
2799.42
2799.04
2723.86
2599.66
2799.05
2799.02
2749.6
2599.85
2749.57
2749.05
2499.54
2599.53
2599.93
2700.58
2649.08
2649.2
2199.58
2199.6
1999.71
1999.5
1699.29
1699.04
1609.91
1609.8
1609.44
1609.41
1609.4
1609.4
1599.47
1599.6
1599.75
1599.81
1599.39
1599.39
1499.77
1499.77
1499.59
1499.59
1499.59
1499.59
1499.55
1499.55
1499.55
1499.55
1499.49
1499.49
1499.79
1499.79
1499.66
1499.59
1449.62
1399.61
2389.26
2359.7
2359.67
2389.54
2399.58
2400.65
2499.03
2499.53
2509.65
2529.83
2529.46
2549.83
2699.61
2699.83
2699.47
2699.62
2699.83
2699.95
2799.06
2700.09
2699.89
2699.73
2699.8
2799.18
2699.06
2649.68
2599.81
2599.62
2599.49
2599.39
2599.3
2599.26
2599.04
2499.87
2499.81
2499.77
2499.65
2499.44
2499.46
2499.57
2509.17
2509.18
2499.73
2499.21
2499.11
2400.88
2399.72
2399.43
2399.69
2399.76
2399.55
2399.26
2399.36
2399.39
2399.37
2399.86
2499.68
2499.89
2509.96
2599.12
2699.16
2599.78
2399.88
2399.92
2509.56
2439.83
2389.91
2359.6
1899.54
1899.48
1899.41
1899.41
1499.55
1499.59
1499.6
1499.62
1499.55
1499.52
1499.37
1499.37
1499.25
1499.25
1499.25
1499.25
1499.2
1499.2
1499.2
1499.2
1499.2
1499.2
1499.28
1499.31
1499.26
1499.22
1435.25
1399.62
2199.79
2199.76
2199.81
2199.93
2499.34
2549.24
2599.52
2849.49
2799.9
2900.11
2949.45
2999.98
3289.84
3299.27
3289.91
3339.72
3289.64
3289.56
3299.37
3289.93
3289.12
3219.31
3099.91
3289.1
2950.17
2850.78
2870.42
2849.09
2849.06
2749.7
2749.43
2749.31
2749.41
2749.24
2709.21
2699.74
2699.76
2699.81
2699.21
2649.72
2700.2
2700.71
2810.16
2699.29
2860.7
2949.85
3012.1
2837.27
3300.92
3100.74
3100.86
3100.71
3100.97
3100.83
2885.45
2949.36
2885.89
2799.85
2799.84
2799.81
2749.62
2699.61
2509.84
2509.48
2509.26
2499.94
