0,[-0.22375833]
1,[-0.01900834]
2,[-0.03654166]
3,[0.04155]
4,[0.15084166]
5,[0.26210834]
6,[0.10275833]
7,[0.03465833]
8,[0.1014]
9,[0.11176667]
10,[-0.04825833]
11,[0.04245833]
12,[0.172925]
13,[0.282325]
14,[0.260475]
15,[0.254975]
16,[0.33260833]
17,[0.25865834]
18,[0.46544166]
19,[0.25955]
20,[0.237225]
21,[0.26021667]
22,[0.203525]
23,[0.50459167]
24,[0.50835]
25,[0.39023333]
26,[0.25665]
27,[0.21109167]
28,[0.26815833]
29,[0.34268333]
30,[0.47488334]
31,[0.28334166]
32,[0.242025]
33,[0.22029167]
34,[0.27378333]
35,[-0.162625]
36,[0.04333334]
37,[0.25495833]
38,[0.15580833]
39,[0.190225]
40,[0.11354167]
41,[0.087375]
42,[-0.06005833]
43,[0.149175]
44,[0.21585833]
45,[0.33023333]
46,[0.86098334]
47,[0.53675]
48,[0.04086666]
49,[-0.01299166]
50,[0.18083333]
51,[0.17771667]
52,[0.24943333]
53,[0.215325]
54,[0.1717]
55,[0.312975]
56,[0.13025]
57,[-0.04200833]
58,[-0.54258334]
59,[0.13846667]
60,[0.03205833]
61,[0.01405]
62,[-0.010675]
63,[0.24953334]
64,[0.28161666]
65,[0.2899]
66,[0.17128334]
67,[0.042775]
68,[0.109775]
69,[0.329175]
70,[0.15045833]
71,[-0.061325]
72,[0.21725]
73,[0.096875]
74,[0.20784167]
75,[-0.13648334]
76,[-0.30308333]
77,[-0.21539167]
78,[-0.2186]
79,[-0.10168333]
80,[0.0229]
81,[0.08188333]
82,[0.418875]
83,[0.22174167]
84,[0.36598333]
85,[0.41226667]
86,[0.11780833]
87,[0.04148334]
88,[0.26015833]
89,[0.38305833]
90,[0.46025834]
91,[0.18741666]
92,[0.05436667]
93,[0.0775]
94,[-0.02395833]
95,[0.51601666]
96,[0.21705]
97,[-0.01909166]
98,[-0.00690834]
99,[0.14235]
100,[0.30445]
101,[0.09768334]
102,[-0.01444167]
103,[0.08995833]
104,[0.13209167]
105,[0.06805]
106,[0.04885833]
107,[-0.14045]
108,[0.02021667]
109,[0.168375]
110,[0.23681667]
111,[0.32365]
112,[0.026625]
113,[0.22559166]
114,[0.63829167]
115,[0.235075]
116,[0.203375]
117,[0.367375]
118,[0.50086667]
119,[0.54333333]
120,[0.45708333]
121,[0.47245834]
122,[0.283725]
123,[0.28453333]
124,[0.30233333]
125,[-0.00195833]
126,[-0.24920833]
127,[0.05736666]
128,[0.081875]
129,[0.11830834]
130,[-0.0283]
131,[-0.04265834]
132,[-0.25906666]
133,[-0.326925]
134,[-0.08948334]
135,[-0.23629166]
136,[-0.18050834]
137,[0.20760834]
138,[0.10221666]
139,[0.22889167]
140,[0.23446667]
141,[0.0809]
142,[0.134625]
143,[-0.305775]
144,[-0.16329167]
145,[0.2952]
146,[0.050375]
147,[0.3486]
148,[0.55778333]
149,[0.44883334]
150,[0.47901666]
151,[0.4669]
152,[0.21580834]
153,[-0.050825]
154,[-0.03474167]
155,[0.6119]
156,[0.28024167]
157,[0.3486]
158,[0.31379166]
159,[0.1132]
160,[0.11543334]
161,[0.30436666]
162,[0.24039167]
163,[-0.02638333]
164,[0.04570833]
165,[0.06396667]
166,[0.2356]
167,[0.00794166]
168,[0.25966667]
169,[-0.22045]
170,[0.077075]
171,[0.42220833]
172,[0.26645834]
173,[-0.12455]
174,[0.246225]
175,[0.30775]
176,[0.208325]
177,[0.48654166]
178,[0.66204167]
179,[0.57316667]
180,[0.2394]
181,[0.39463333]
182,[0.12270833]
183,[-0.15905833]
184,[-0.05375833]
185,[0.006525]
186,[0.01525]
187,[-0.21973334]
188,[-0.0379]
189,[-0.42575833]
190,[-0.78480833]
191,[-0.50938334]
192,[-0.16368333]
193,[0.03560833]
194,[0.24]
195,[0.22405]
196,[0.23284167]
197,[0.52658333]
198,[0.17299167]
199,[0.41899167]
200,[0.35118333]
201,[0.47025]
202,[0.64685]
203,[0.59876667]
204,[0.71948333]
205,[0.10813333]
206,[-0.06108333]
207,[0.01918333]
208,[-0.176125]
209,[-0.01441666]
210,[0.236575]
211,[-0.03295]
212,[-0.03295834]
213,[-0.00011666]
214,[0.22854166]
215,[0.29515834]
216,[0.19314166]
217,[0.07080834]
218,[0.13844166]
219,[0.297075]
220,[0.36903334]
221,[-0.03543334]
222,[-0.355475]
223,[0.09254167]
224,[0.085125]
225,[0.08674167]
226,[0.18195833]
227,[-0.21343333]
228,[-0.36495834]
229,[0.29613334]
230,[-0.020475]
231,[-0.15056667]
232,[0.33359167]
233,[0.546275]
234,[0.77364166]
235,[0.42429167]
236,[0.185875]
237,[0.07035833]
238,[0.20828334]
239,[-0.55741667]
240,[-0.02165833]
241,[-0.04623334]
242,[0.085975]
243,[0.23323334]
244,[0.08473333]
245,[0.21668333]
246,[0.16941667]
247,[-0.27935833]
248,[0.051425]
249,[0.15815833]
250,[-0.429975]
251,[0.6321]
252,[0.860025]
253,[0.0659]
254,[0.2757]
255,[0.1697083]
256,[0.0369334]
257,[-0.2818084]
258,[0.2153667]
259,[0.4807]
260,[0.2194167]
261,[0.1296666]
262,[0.3072334]
263,[0.2312916]
264,[-0.3003833]
265,[0.1038417]
266,[0.014725]
267,[-0.0686584]
268,[0.2492084]
269,[0.2662083]
270,[-0.5447583]
271,[-0.317775]
272,[-0.1674084]
273,[-0.0089083]
274,[0.2224417]
275,[0.1665416]
276,[-0.317925]
277,[-0.215475]
278,[-0.2330916]
279,[-0.3081834]
280,[-0.55995]
281,[-0.5712083]
282,[-0.15149167]
283,[-0.23633333]
284,[-0.14168333]
285,[-0.3706]
286,[0.10519166]
287,[0.18208334]
288,[0.5094]
289,[0.034525]
290,[-0.15810834]
291,[0.27498334]
292,[0.59292503]
293,[0.7415]
294,[0.5960666]
295,[0.43655]
296,[-0.03105]
297,[0.2847084]
298,[0.3035166]
299,[0.0392834]
300,[-0.2631417]
301,[0.0696333]
302,[0.2548584]
303,[-0.0638834]
304,[-0.1277833]
305,[0.15835]
306,[0.0578667]
307,[-0.0541417]
308,[0.1192917]
309,[0.0862083]
310,[-0.58295]
311,[-0.62695]
312,[-0.33395]
313,[-0.4604667]
314,[-0.1501416]
315,[0.2242083]
316,[-0.1400333]
317,[-0.1392584]
318,[-0.3113083]
319,[-0.2273417]
320,[0.0019917]
321,[0.04435]
322,[-0.17158333]
323,[0.29470003]
324,[0.2805083]
325,[0.7848]
326,[0.2877167]
327,[-0.1497417]
328,[-0.037025]
329,[-0.2406417]
330,[-0.140375]
331,[0.2114834]
332,[0.1172166]
333,[0.2453]
334,[0.6834167]
335,[0.7294917]
336,[0.5122583]
337,[0.1473583]
338,[-0.0602083]
339,[0.09755]
340,[0.098525]
341,[-0.1331917]
342,[0.0015334]
343,[0.0946916]
344,[0.0497167]
345,[0.2015]
346,[-0.3437917]
347,[-0.3321083]
348,[0.291475]
349,[-0.024375]
350,[-0.04505]
351,[-0.08675]
352,[0.0642917]
353,[0.2571416]
354,[0.199875]
355,[0.1252667]
356,[-0.06565]
357,[-0.553375]
358,[-0.5106167]
359,[-0.2654916]
360,[-0.8091667]
361,[-0.75965]
362,[-0.0350583]
363,[-0.029675]
364,[0.1156666]
365,[0.242025]
366,[0.4102834]
367,[0.070275]
368,[-0.0091]
369,[-0.0144]
370,[0.7957583]
371,[-0.1861]
372,[-0.598225]
373,[0.4737333]
374,[-0.0810333]
375,[0.1119667]
376,[-0.157025]
377,[-0.198825]
378,[-0.548725]
379,[-0.3456917]
380,[0.17725]
381,[0.3704917]
382,[0.16265]
